association,rank_within_direction,ensembl_gene_id,symbol,spearman_rho,p_value,BH_FDR,RNA_direction,RNA_average_post_log2FC,RNA_average_post_FDR
Positive,145,ENSMUSG00000023224,Serping1,0.916666666666667,0.000506619066305208,0.0163383285538257,lower,-3.34135081144245,0.0000000000000000000114366365181233
Positive,145,ENSMUSG00000048442,Smim5,0.916666666666667,0.000506619066305208,0.0163383285538257,lower,-1.14869638994722,0.000000707364318290682
Positive,145,ENSMUSG00000028328,Tmod1,0.916666666666667,0.000506619066305208,0.0163383285538257,lower,-1.04168902007851,0.0000000000000000205485951725059
Positive,169,ENSMUSG00000108530,4930429H19Rik,0.913907693767414,0.000566225980280403,0.0169865272721578,lower,-1.31037117564937,0.000333826305133609
Positive,169,ENSMUSG00000062694,Cav3,0.913907693767414,0.000566225980280403,0.0169865272721578,lower,-2.16769896243877,0.000000000180207922140014
Positive,169,ENSMUSG00000087364,Gm13398,0.913907693767414,0.000566225980280403,0.0169865272721578,lower,-2.47577744245956,0.0000000000000239387025536522
Positive,169,ENSMUSG00000031621,Isx,0.913907693767414,0.000566225980280403,0.0169865272721578,lower,-1.23784728722081,0.000034555675580323
Positive,169,ENSMUSG00000024730,Ms4a8a,0.913907693767414,0.000566225980280403,0.0169865272721578,lower,-2.65857019471477,0.0000000000558755590476306
Positive,169,ENSMUSG00000015090,Ptgds,0.913907693767414,0.000566225980280403,0.0169865272721578,lower,-1.49158233313115,0.00000411091697818671
Positive,175,ENSMUSG00000075296,Aldh3b2,0.912870929175277,0.000589839222437634,0.0169865272721578,lower,-1.06848468127596,0.00724459379462946
Positive,175,ENSMUSG00000087024,B230119M05Rik,0.912870929175277,0.000589839222437634,0.0169865272721578,lower,-1.10103721598151,0.00299548091208538
Positive,175,ENSMUSG00000092397,C130080G10Rik,0.912870929175277,0.000589839222437634,0.0169865272721578,lower,-2.19115851861722,0.000000000187095054766862
Positive,175,ENSMUSG00000047230,Cldn2,0.912870929175277,0.000589839222437634,0.0169865272721578,lower,-2.30164306750115,0.0000000000952086349292067
Positive,175,ENSMUSG00000112778,Gm33677,0.912870929175277,0.000589839222437634,0.0169865272721578,lower,-1.05661209326267,0.00356337938684899
