met_id,feature,mz,rt_min,accepted_compound_id,accepted_description,adducts,formula,lipid_direction,lipid_average_post_log2FC,lipid_average_post_fdr,ensembl_gene_id,symbol,RNA_direction,RNA_average_post_log2FC,RNA_average_post_fdr,n_conditions,spearman_rho,p_value_unadjusted,fdr_BH_key_feature_space,absolute_spearman_rho,direction_relationship,leave_one_out_min_rho,leave_one_out_max_rho,leave_one_out_min_absolute_rho,leave_one_out_sign_consistent
MET747,3.80_815.7015m/z,815.7014828,3.8015,SM010,24:0 SM (d18:1/24:0),M+H,C47H95N2O6P,higher,1.54629722803162,0.000000000611380064885887,ENSMUSG00000062345,Serpinb2,lower,-1.06121857908795,0.0000621196213819768,9,-0.966666666666667,0.0000215503127483578,0.00279194748306962,0.966666666666667,opposite passage direction,-0.976190476190476,-0.952380952380953,0.952380952380953,TRUE
MET747,3.80_815.7015m/z,815.7014828,3.8015,SM010,24:0 SM (d18:1/24:0),M+H,C47H95N2O6P,higher,1.54629722803162,0.000000000611380064885887,ENSMUSG00000038738,Shank1,higher,1.25413278431233,0.000429536003323085,9,0.966666666666667,0.0000215503127483578,0.00279194748306962,0.966666666666667,same passage direction,0.952380952380953,0.976190476190476,0.952380952380953,TRUE
MET747,3.80_815.7015m/z,815.7014828,3.8015,SM010,24:0 SM (d18:1/24:0),M+H,C47H95N2O6P,higher,1.54629722803162,0.000000000611380064885887,ENSMUSG00000029999,Tgfa,lower,-1.10216537926759,0.00210884350910769,9,-0.966666666666667,0.0000215503127483578,0.00279194748306962,0.966666666666667,opposite passage direction,-0.976190476190476,-0.952380952380953,0.952380952380953,TRUE
MET747,3.80_815.7015m/z,815.7014828,3.8015,SM010,24:0 SM (d18:1/24:0),M+H,C47H95N2O6P,higher,1.54629722803162,0.000000000611380064885887,ENSMUSG00000076469,Trbv13-2,higher,2.81940309429735,0.00000000000126006646962794,9,0.966666666666667,0.0000215503127483578,0.00279194748306962,0.966666666666667,same passage direction,0.952380952380953,0.976190476190476,0.952380952380953,TRUE
MET765,4.11_197.0817m/z,197.0817225,4.109116667,"","","","",lower,-0.625668791781361,0.000798371998605797,ENSMUSG00000101746,2310043L19Rik,lower,-1.63510732877922,0.000000343118796556514,9,0.966666666666667,0.0000215503127483578,0.00279194748306962,0.966666666666667,same passage direction,0.952380952380953,0.976190476190476,0.952380952380953,TRUE
MET765,4.11_197.0817m/z,197.0817225,4.109116667,"","","","",lower,-0.625668791781361,0.000798371998605797,ENSMUSG00000079460,4933403O08Rik,lower,-1.79233061266532,0.000000057683438439729,9,0.966666666666667,0.0000215503127483578,0.00279194748306962,0.966666666666667,same passage direction,0.952380952380953,0.976190476190476,0.952380952380953,TRUE
MET765,4.11_197.0817m/z,197.0817225,4.109116667,"","","","",lower,-0.625668791781361,0.000798371998605797,ENSMUSG00000078247,Airn,lower,-1.16138122692635,0.000000000000246774595538075,9,0.966666666666667,0.0000215503127483578,0.00279194748306962,0.966666666666667,same passage direction,0.952380952380953,0.976190476190476,0.952380952380953,TRUE
MET765,4.11_197.0817m/z,197.0817225,4.109116667,"","","","",lower,-0.625668791781361,0.000798371998605797,ENSMUSG00000012123,Crybg2,lower,-2.06840669577079,0.00000000126726352694581,9,0.966666666666667,0.0000215503127483578,0.00279194748306962,0.966666666666667,same passage direction,0.952380952380953,0.976190476190476,0.952380952380953,TRUE
MET765,4.11_197.0817m/z,197.0817225,4.109116667,"","","","",lower,-0.625668791781361,0.000798371998605797,ENSMUSG00000025175,Fn3k,lower,-1.67390026620602,0.000000178119359491896,9,0.966666666666667,0.0000215503127483578,0.00279194748306962,0.966666666666667,same passage direction,0.952380952380953,0.976190476190476,0.952380952380953,TRUE
MET765,4.11_197.0817m/z,197.0817225,4.109116667,"","","","",lower,-0.625668791781361,0.000798371998605797,ENSMUSG00000109156,Gm45194,lower,-1.49055457514426,0.0000307815124406078,9,0.966666666666667,0.0000215503127483578,0.00279194748306962,0.966666666666667,same passage direction,0.952380952380953,0.976190476190476,0.952380952380953,TRUE
MET765,4.11_197.0817m/z,197.0817225,4.109116667,"","","","",lower,-0.625668791781361,0.000798371998605797,ENSMUSG00000038403,Hfe2,lower,-2.49055537319956,0.0000000000373154800753488,9,0.966666666666667,0.0000215503127483578,0.00279194748306962,0.966666666666667,same passage direction,0.952380952380953,0.976190476190476,0.952380952380953,TRUE
MET765,4.11_197.0817m/z,197.0817225,4.109116667,"","","","",lower,-0.625668791781361,0.000798371998605797,ENSMUSG00000006221,Hspb7,lower,-1.50672260541592,0.000000424778964917818,9,0.966666666666667,0.0000215503127483578,0.00279194748306962,0.966666666666667,same passage direction,0.952380952380953,0.976190476190476,0.952380952380953,TRUE
MET765,4.11_197.0817m/z,197.0817225,4.109116667,"","","","",lower,-0.625668791781361,0.000798371998605797,ENSMUSG00000037940,Inpp4b,lower,-1.57460630657496,0.000000000000270517149468505,9,0.966666666666667,0.0000215503127483578,0.00279194748306962,0.966666666666667,same passage direction,0.952380952380953,0.976190476190476,0.952380952380953,TRUE
MET765,4.11_197.0817m/z,197.0817225,4.109116667,"","","","",lower,-0.625668791781361,0.000798371998605797,ENSMUSG00000033196,Myh2,lower,-1.7098662621467,0.00000444842753692232,9,0.966666666666667,0.0000215503127483578,0.00279194748306962,0.966666666666667,same passage direction,0.952380952380953,0.976190476190476,0.952380952380953,TRUE
MET765,4.11_197.0817m/z,197.0817225,4.109116667,"","","","",lower,-0.625668791781361,0.000798371998605797,ENSMUSG00000024049,Myom1,lower,-1.88808225065593,0.00000000000381331293999762,9,0.966666666666667,0.0000215503127483578,0.00279194748306962,0.966666666666667,same passage direction,0.952380952380953,0.976190476190476,0.952380952380953,TRUE
MET765,4.11_197.0817m/z,197.0817225,4.109116667,"","","","",lower,-0.625668791781361,0.000798371998605797,ENSMUSG00000041731,Pgm5,lower,-2.46713241024853,0.00000000000000000596712839510443,9,0.966666666666667,0.0000215503127483578,0.00279194748306962,0.966666666666667,same passage direction,0.952380952380953,0.976190476190476,0.952380952380953,TRUE
MET765,4.11_197.0817m/z,197.0817225,4.109116667,"","","","",lower,-0.625668791781361,0.000798371998605797,ENSMUSG00000038132,Rbm24,lower,-2.10323361917252,0.00000017925730229868,9,0.966666666666667,0.0000215503127483578,0.00279194748306962,0.966666666666667,same passage direction,0.952380952380953,0.976190476190476,0.952380952380953,TRUE
MET765,4.11_197.0817m/z,197.0817225,4.109116667,"","","","",lower,-0.625668791781361,0.000798371998605797,ENSMUSG00000028950,Tas1r1,lower,-1.06125613286989,0.0000605099870477869,9,0.966666666666667,0.0000215503127483578,0.00279194748306962,0.966666666666667,same passage direction,0.952380952380953,0.976190476190476,0.952380952380953,TRUE
MET765,4.11_197.0817m/z,197.0817225,4.109116667,"","","","",lower,-0.625668791781361,0.000798371998605797,ENSMUSG00000049537,Tecrl,lower,-1.93783055930232,0.0000000000000578780998199664,9,0.966666666666667,0.0000215503127483578,0.00279194748306962,0.966666666666667,same passage direction,0.952380952380953,0.976190476190476,0.952380952380953,TRUE
MET765,4.11_197.0817m/z,197.0817225,4.109116667,"","","","",lower,-0.625668791781361,0.000798371998605797,ENSMUSG00000064179,Tnnt1,lower,-1.08582126241767,0.00000000000000000000000000000550103299375861,9,0.966666666666667,0.0000215503127483578,0.00279194748306962,0.966666666666667,same passage direction,0.952380952380953,0.976190476190476,0.952380952380953,TRUE
MET765,4.11_197.0817m/z,197.0817225,4.109116667,"","","","",lower,-0.625668791781361,0.000798371998605797,ENSMUSG00000039891,Txlnb,lower,-1.09530219289817,0.00000000000246902284539927,9,0.966666666666667,0.0000215503127483578,0.00279194748306962,0.966666666666667,same passage direction,0.952380952380953,0.976190476190476,0.952380952380953,TRUE
MET765,4.11_197.0817m/z,197.0817225,4.109116667,"","","","",lower,-0.625668791781361,0.000798371998605797,ENSMUSG00000018845,Unc45b,lower,-2.53722720754346,0.000000000000000000648452914341937,9,0.966666666666667,0.0000215503127483578,0.00279194748306962,0.966666666666667,same passage direction,0.952380952380953,0.976190476190476,0.952380952380953,TRUE
MET767,4.11_794.6248n,795.6319584,4.109116667,"","","M+H, M+Na, M+K","",lower,-0.89561008526411,0.00177055705428886,ENSMUSG00000108322,5430431A17Rik,lower,-2.51010813230521,0.00000000000000000150294482494837,9,0.966666666666667,0.0000215503127483578,0.00279194748306962,0.966666666666667,same passage direction,0.952380952380953,0.976190476190476,0.952380952380953,TRUE
MET767,4.11_794.6248n,795.6319584,4.109116667,"","","M+H, M+Na, M+K","",lower,-0.89561008526411,0.00177055705428886,ENSMUSG00000029095,Ablim2,lower,-1.38756580751897,0.00000157370374170689,9,0.966666666666667,0.0000215503127483578,0.00279194748306962,0.966666666666667,same passage direction,0.952380952380953,0.976190476190476,0.952380952380953,TRUE
MET767,4.11_794.6248n,795.6319584,4.109116667,"","","M+H, M+Na, M+K","",lower,-0.89561008526411,0.00177055705428886,ENSMUSG00000032735,Ablim3,lower,-2.33049674525603,0.00000000000000000117860523774929,9,0.966666666666667,0.0000215503127483578,0.00279194748306962,0.966666666666667,same passage direction,0.952380952380953,0.976190476190476,0.952380952380953,TRUE
MET767,4.11_794.6248n,795.6319584,4.109116667,"","","M+H, M+Na, M+K","",lower,-0.89561008526411,0.00177055705428886,ENSMUSG00000049565,Aknad1,lower,-1.3115404728262,0.00000084907433672102,9,0.966666666666667,0.0000215503127483578,0.00279194748306962,0.966666666666667,same passage direction,0.952380952380953,0.976190476190476,0.952380952380953,TRUE
MET767,4.11_794.6248n,795.6319584,4.109116667,"","","M+H, M+Na, M+K","",lower,-0.89561008526411,0.00177055705428886,ENSMUSG00000024885,Aldh3b1,lower,-1.20122213674694,0.0000000000000000000000000000453471005048621,9,0.966666666666667,0.0000215503127483578,0.00279194748306962,0.966666666666667,same passage direction,0.952380952380953,0.976190476190476,0.952380952380953,TRUE
MET767,4.11_794.6248n,795.6319584,4.109116667,"","","M+H, M+Na, M+K","",lower,-0.89561008526411,0.00177055705428886,ENSMUSG00000040694,Apobec2,lower,-1.41513522679265,0.00000000000000016679472043721,9,0.966666666666667,0.0000215503127483578,0.00279194748306962,0.966666666666667,same passage direction,0.952380952380953,0.976190476190476,0.952380952380953,TRUE
MET767,4.11_794.6248n,795.6319584,4.109116667,"","","M+H, M+Na, M+K","",lower,-0.89561008526411,0.00177055705428886,ENSMUSG00000030730,Atp2a1,lower,-1.82684271955755,0.0000000000000000000000000000000000984037396607883,9,0.966666666666667,0.0000215503127483578,0.00279194748306962,0.966666666666667,same passage direction,0.952380952380953,0.976190476190476,0.952380952380953,TRUE
MET767,4.11_794.6248n,795.6319584,4.109116667,"","","M+H, M+Na, M+K","",lower,-0.89561008526411,0.00177055705428886,ENSMUSG00000021373,Cap2,lower,-2.39697454264266,0.000000000000000142828168289162,9,0.966666666666667,0.0000215503127483578,0.00279194748306962,0.966666666666667,same passage direction,0.952380952380953,0.976190476190476,0.952380952380953,TRUE
MET767,4.11_794.6248n,795.6319584,4.109116667,"","","M+H, M+Na, M+K","",lower,-0.89561008526411,0.00177055705428886,ENSMUSG00000006362,Cbfa2t3,lower,-2.55318876560716,0.000000000000237145205880636,9,0.966666666666667,0.0000215503127483578,0.00279194748306962,0.966666666666667,same passage direction,0.952380952380953,0.976190476190476,0.952380952380953,TRUE
MET767,4.11_794.6248n,795.6319584,4.109116667,"","","M+H, M+Na, M+K","",lower,-0.89561008526411,0.00177055705428886,ENSMUSG00000031654,Cbln1,higher,1.23765369537776,0.0000000000886012731238845,9,-0.966666666666667,0.0000215503127483578,0.00279194748306962,0.966666666666667,opposite passage direction,-0.976190476190476,-0.952380952380953,0.952380952380953,TRUE
MET767,4.11_794.6248n,795.6319584,4.109116667,"","","M+H, M+Na, M+K","",lower,-0.89561008526411,0.00177055705428886,ENSMUSG00000026253,Chrng,lower,-1.82944879556409,0.000000000101322122803562,9,0.966666666666667,0.0000215503127483578,0.00279194748306962,0.966666666666667,same passage direction,0.952380952380953,0.976190476190476,0.952380952380953,TRUE
MET767,4.11_794.6248n,795.6319584,4.109116667,"","","M+H, M+Na, M+K","",lower,-0.89561008526411,0.00177055705428886,ENSMUSG00000030399,Ckm,lower,-2.83096889299591,0.00000000000000000000000255772513680932,9,0.966666666666667,0.0000215503127483578,0.00279194748306962,0.966666666666667,same passage direction,0.952380952380953,0.976190476190476,0.952380952380953,TRUE
MET767,4.11_794.6248n,795.6319584,4.109116667,"","","M+H, M+Na, M+K","",lower,-0.89561008526411,0.00177055705428886,ENSMUSG00000023959,Clic5,lower,-1.8615992940474,0.0000000000000000000174208691501588,9,0.966666666666667,0.0000215503127483578,0.00279194748306962,0.966666666666667,same passage direction,0.952380952380953,0.976190476190476,0.952380952380953,TRUE
MET767,4.11_794.6248n,795.6319584,4.109116667,"","","M+H, M+Na, M+K","",lower,-0.89561008526411,0.00177055705428886,ENSMUSG00000023078,Cxcl13,lower,-1.19256038517765,0.0000706105848849902,9,0.966666666666667,0.0000215503127483578,0.00279194748306962,0.966666666666667,same passage direction,0.952380952380953,0.976190476190476,0.952380952380953,TRUE
MET767,4.11_794.6248n,795.6319584,4.109116667,"","","M+H, M+Na, M+K","",lower,-0.89561008526411,0.00177055705428886,ENSMUSG00000026564,Dusp27,lower,-1.14504720234758,0.00000000000000000000000000000000000663896410763859,9,0.966666666666667,0.0000215503127483578,0.00279194748306962,0.966666666666667,same passage direction,0.952380952380953,0.976190476190476,0.952380952380953,TRUE
MET767,4.11_794.6248n,795.6319584,4.109116667,"","","M+H, M+Na, M+K","",lower,-0.89561008526411,0.00177055705428886,ENSMUSG00000043251,Exoc3l,lower,-1.00313056100796,0.00000118283974363689,9,0.966666666666667,0.0000215503127483578,0.00279194748306962,0.966666666666667,same passage direction,0.952380952380953,0.976190476190476,0.952380952380953,TRUE
MET767,4.11_794.6248n,795.6319584,4.109116667,"","","M+H, M+Na, M+K","",lower,-0.89561008526411,0.00177055705428886,ENSMUSG00000050503,Fbxl22,lower,-1.21796227162719,0.0000000392428676008643,9,0.966666666666667,0.0000215503127483578,0.00279194748306962,0.966666666666667,same passage direction,0.952380952380953,0.976190476190476,0.952380952380953,TRUE
MET767,4.11_794.6248n,795.6319584,4.109116667,"","","M+H, M+Na, M+K","",lower,-0.89561008526411,0.00177055705428886,ENSMUSG00000048373,Fgfbp1,lower,-1.81944783190841,0.000000000466845081666612,9,0.966666666666667,0.0000215503127483578,0.00279194748306962,0.966666666666667,same passage direction,0.952380952380953,0.976190476190476,0.952380952380953,TRUE
MET767,4.11_794.6248n,795.6319584,4.109116667,"","","M+H, M+Na, M+K","",lower,-0.89561008526411,0.00177055705428886,ENSMUSG00000099906,Gm28653,lower,-1.71097877967362,0.000000000000000114034826781032,9,0.966666666666667,0.0000215503127483578,0.00279194748306962,0.966666666666667,same passage direction,0.952380952380953,0.976190476190476,0.952380952380953,TRUE
MET767,4.11_794.6248n,795.6319584,4.109116667,"","","M+H, M+Na, M+K","",lower,-0.89561008526411,0.00177055705428886,ENSMUSG00000108161,Gm32914,lower,-1.36295997355419,0.00000452059559023586,9,0.966666666666667,0.0000215503127483578,0.00279194748306962,0.966666666666667,same passage direction,0.952380952380953,0.976190476190476,0.952380952380953,TRUE
MET767,4.11_794.6248n,795.6319584,4.109116667,"","","M+H, M+Na, M+K","",lower,-0.89561008526411,0.00177055705428886,ENSMUSG00000040111,Gramd1b,lower,-1.09024364905023,0.0000000000000000259226704269567,9,0.966666666666667,0.0000215503127483578,0.00279194748306962,0.966666666666667,same passage direction,0.952380952380953,0.976190476190476,0.952380952380953,TRUE
MET767,4.11_794.6248n,795.6319584,4.109116667,"","","M+H, M+Na, M+K","",lower,-0.89561008526411,0.00177055705428886,ENSMUSG00000031936,Hephl1,lower,-2.57853529906053,0.0000000000000162062733251344,9,0.966666666666667,0.0000215503127483578,0.00279194748306962,0.966666666666667,same passage direction,0.952380952380953,0.976190476190476,0.952380952380953,TRUE
MET767,4.11_794.6248n,795.6319584,4.109116667,"","","M+H, M+Na, M+K","",lower,-0.89561008526411,0.00177055705428886,ENSMUSG00000032523,Hhatl,lower,-1.38416992948537,0.0000000117916108692257,9,0.966666666666667,0.0000215503127483578,0.00279194748306962,0.966666666666667,same passage direction,0.952380952380953,0.976190476190476,0.952380952380953,TRUE
MET767,4.11_794.6248n,795.6319584,4.109116667,"","","M+H, M+Na, M+K","",lower,-0.89561008526411,0.00177055705428886,ENSMUSG00000038239,Hrc,lower,-2.57317629367598,0.0000000109758860103948,9,0.966666666666667,0.0000215503127483578,0.00279194748306962,0.966666666666667,same passage direction,0.952380952380953,0.976190476190476,0.952380952380953,TRUE
MET767,4.11_794.6248n,795.6319584,4.109116667,"","","M+H, M+Na, M+K","",lower,-0.89561008526411,0.00177055705428886,ENSMUSG00000038271,Iffo1,lower,-1.07324026598378,0.0000000000000000000000667685313848434,9,0.966666666666667,0.0000215503127483578,0.00279194748306962,0.966666666666667,same passage direction,0.952380952380953,0.976190476190476,0.952380952380953,TRUE
MET767,4.11_794.6248n,795.6319584,4.109116667,"","","M+H, M+Na, M+K","",lower,-0.89561008526411,0.00177055705428886,ENSMUSG00000075307,Klhl41,lower,-2.29526613458071,0.0000000000000000008982011943003,9,0.966666666666667,0.0000215503127483578,0.00279194748306962,0.966666666666667,same passage direction,0.952380952380953,0.976190476190476,0.952380952380953,TRUE
MET767,4.11_794.6248n,795.6319584,4.109116667,"","","M+H, M+Na, M+K","",lower,-0.89561008526411,0.00177055705428886,ENSMUSG00000044086,Lmod3,lower,-2.40193812507688,0.00000000272481707047392,9,0.966666666666667,0.0000215503127483578,0.00279194748306962,0.966666666666667,same passage direction,0.952380952380953,0.976190476190476,0.952380952380953,TRUE
MET767,4.11_794.6248n,795.6319584,4.109116667,"","","M+H, M+Na, M+K","",lower,-0.89561008526411,0.00177055705428886,ENSMUSG00000027070,Lrp2,higher,1.56320866250374,0.0000000000000000000412569479622946,9,-0.966666666666667,0.0000215503127483578,0.00279194748306962,0.966666666666667,opposite passage direction,-0.976190476190476,-0.952380952380953,0.952380952380953,TRUE
MET767,4.11_794.6248n,795.6319584,4.109116667,"","","M+H, M+Na, M+K","",lower,-0.89561008526411,0.00177055705428886,ENSMUSG00000042451,Mybph,lower,-3.03012933494957,0.000000000000016596060989118,9,0.966666666666667,0.0000215503127483578,0.00279194748306962,0.966666666666667,same passage direction,0.952380952380953,0.976190476190476,0.952380952380953,TRUE
MET767,4.11_794.6248n,795.6319584,4.109116667,"","","M+H, M+Na, M+K","",lower,-0.89561008526411,0.00177055705428886,ENSMUSG00000020908,Myh3,lower,-3.06096614600413,0.000000000000000000000440173916360416,9,0.966666666666667,0.0000215503127483578,0.00279194748306962,0.966666666666667,same passage direction,0.952380952380953,0.976190476190476,0.952380952380953,TRUE
MET767,4.11_794.6248n,795.6319584,4.109116667,"","","M+H, M+Na, M+K","",lower,-0.89561008526411,0.00177055705428886,ENSMUSG00000061816,Myl1,lower,-2.32645378759824,0.000000000590827064481445,9,0.966666666666667,0.0000215503127483578,0.00279194748306962,0.966666666666667,same passage direction,0.952380952380953,0.976190476190476,0.952380952380953,TRUE
MET767,4.11_794.6248n,795.6319584,4.109116667,"","","M+H, M+Na, M+K","",lower,-0.89561008526411,0.00177055705428886,ENSMUSG00000044951,Mylk4,lower,-1.08316388895879,0.00000000000000000169945333809953,9,0.966666666666667,0.0000215503127483578,0.00279194748306962,0.966666666666667,same passage direction,0.952380952380953,0.976190476190476,0.952380952380953,TRUE
MET767,4.11_794.6248n,795.6319584,4.109116667,"","","M+H, M+Na, M+K","",lower,-0.89561008526411,0.00177055705428886,ENSMUSG00000030672,Mylpf,lower,-2.469500203783,0.00000000000000000000000000000000692552745140373,9,0.966666666666667,0.0000215503127483578,0.00279194748306962,0.966666666666667,same passage direction,0.952380952380953,0.976190476190476,0.952380952380953,TRUE
MET767,4.11_794.6248n,795.6319584,4.109116667,"","","M+H, M+Na, M+K","",lower,-0.89561008526411,0.00177055705428886,ENSMUSG00000031461,Myom2,lower,-1.99880347902763,0.000000000000000029564303000636,9,0.966666666666667,0.0000215503127483578,0.00279194748306962,0.966666666666667,same passage direction,0.952380952380953,0.976190476190476,0.952380952380953,TRUE
MET767,4.11_794.6248n,795.6319584,4.109116667,"","","M+H, M+Na, M+K","",lower,-0.89561008526411,0.00177055705428886,ENSMUSG00000037139,Myom3,lower,-2.77777207672787,0.0000000000150710636444152,9,0.966666666666667,0.0000215503127483578,0.00279194748306962,0.966666666666667,same passage direction,0.952380952380953,0.976190476190476,0.952380952380953,TRUE
MET767,4.11_794.6248n,795.6319584,4.109116667,"","","M+H, M+Na, M+K","",lower,-0.89561008526411,0.00177055705428886,ENSMUSG00000020067,Mypn,lower,-1.58411816297417,0.00000000244356256245338,9,0.966666666666667,0.0000215503127483578,0.00279194748306962,0.966666666666667,same passage direction,0.952380952380953,0.976190476190476,0.952380952380953,TRUE
MET767,4.11_794.6248n,795.6319584,4.109116667,"","","M+H, M+Na, M+K","",lower,-0.89561008526411,0.00177055705428886,ENSMUSG00000026950,Neb,lower,-2.35157171406463,0.00000000000000000000160010524179648,9,0.966666666666667,0.0000215503127483578,0.00279194748306962,0.966666666666667,same passage direction,0.952380952380953,0.976190476190476,0.952380952380953,TRUE
MET767,4.11_794.6248n,795.6319584,4.109116667,"","","M+H, M+Na, M+K","",lower,-0.89561008526411,0.00177055705428886,ENSMUSG00000061462,Obscn,lower,-2.16454342248755,0.0000000000000995188623525047,9,0.966666666666667,0.0000215503127483578,0.00279194748306962,0.966666666666667,same passage direction,0.952380952380953,0.976190476190476,0.952380952380953,TRUE
MET767,4.11_794.6248n,795.6319584,4.109116667,"","","M+H, M+Na, M+K","",lower,-0.89561008526411,0.00177055705428886,ENSMUSG00000009487,Otog,lower,-1.91809607341091,0.0000000000324230520086276,9,0.966666666666667,0.0000215503127483578,0.00279194748306962,0.966666666666667,same passage direction,0.952380952380953,0.976190476190476,0.952380952380953,TRUE
MET767,4.11_794.6248n,795.6319584,4.109116667,"","","M+H, M+Na, M+K","",lower,-0.89561008526411,0.00177055705428886,ENSMUSG00000026458,Ppfia4,lower,-2.20917306421721,0.000000000784781303394947,9,0.966666666666667,0.0000215503127483578,0.00279194748306962,0.966666666666667,same passage direction,0.952380952380953,0.976190476190476,0.952380952380953,TRUE
MET767,4.11_794.6248n,795.6319584,4.109116667,"","","M+H, M+Na, M+K","",lower,-0.89561008526411,0.00177055705428886,ENSMUSG00000030433,Sbk2,lower,-1.79049456480791,0.0000000000176119749494499,9,0.966666666666667,0.0000215503127483578,0.00279194748306962,0.966666666666667,same passage direction,0.952380952380953,0.976190476190476,0.952380952380953,TRUE
MET767,4.11_794.6248n,795.6319584,4.109116667,"","","M+H, M+Na, M+K","",lower,-0.89561008526411,0.00177055705428886,ENSMUSG00000034533,Scn10a,lower,-1.5284696072574,0.0000000000354107251761748,9,0.966666666666667,0.0000215503127483578,0.00279194748306962,0.966666666666667,same passage direction,0.952380952380953,0.976190476190476,0.952380952380953,TRUE
MET767,4.11_794.6248n,795.6319584,4.109116667,"","","M+H, M+Na, M+K","",lower,-0.89561008526411,0.00177055705428886,ENSMUSG00000001027,Scn4a,lower,-2.77688585678724,0.00000000000000000000427125772670205,9,0.966666666666667,0.0000215503127483578,0.00279194748306962,0.966666666666667,same passage direction,0.952380952380953,0.976190476190476,0.952380952380953,TRUE
MET767,4.11_794.6248n,795.6319584,4.109116667,"","","M+H, M+Na, M+K","",lower,-0.89561008526411,0.00177055705428886,ENSMUSG00000034810,Scn7a,lower,-1.3639958242335,0.0000000000000000137229789910679,9,0.966666666666667,0.0000215503127483578,0.00279194748306962,0.966666666666667,same passage direction,0.952380952380953,0.976190476190476,0.952380952380953,TRUE
MET767,4.11_794.6248n,795.6319584,4.109116667,"","","M+H, M+Na, M+K","",lower,-0.89561008526411,0.00177055705428886,ENSMUSG00000024548,Setbp1,lower,-1.0318548113354,0.00000000124732812389116,9,0.966666666666667,0.0000215503127483578,0.00279194748306962,0.966666666666667,same passage direction,0.952380952380953,0.976190476190476,0.952380952380953,TRUE
MET767,4.11_794.6248n,795.6319584,4.109116667,"","","M+H, M+Na, M+K","",lower,-0.89561008526411,0.00177055705428886,ENSMUSG00000035296,Sgcg,lower,-1.09323756059677,0.00000187367715724358,9,0.966666666666667,0.0000215503127483578,0.00279194748306962,0.966666666666667,same passage direction,0.952380952380953,0.976190476190476,0.952380952380953,TRUE
MET767,4.11_794.6248n,795.6319584,4.109116667,"","","M+H, M+Na, M+K","",lower,-0.89561008526411,0.00177055705428886,ENSMUSG00000041476,Smpx,lower,-2.5869391664245,0.00000000000000000000594346997113436,9,0.966666666666667,0.0000215503127483578,0.00279194748306962,0.966666666666667,same passage direction,0.952380952380953,0.976190476190476,0.952380952380953,TRUE
MET767,4.11_794.6248n,795.6319584,4.109116667,"","","M+H, M+Na, M+K","",lower,-0.89561008526411,0.00177055705428886,ENSMUSG00000022519,Srl,lower,-1.8377951664471,0.0000000000000000000000475790934044678,9,0.966666666666667,0.0000215503127483578,0.00279194748306962,0.966666666666667,same passage direction,0.952380952380953,0.976190476190476,0.952380952380953,TRUE
MET767,4.11_794.6248n,795.6319584,4.109116667,"","","M+H, M+Na, M+K","",lower,-0.89561008526411,0.00177055705428886,ENSMUSG00000031791,Tmem38a,lower,-1.25261821542259,0.00000000000000000000000000000000573453499637188,9,0.966666666666667,0.0000215503127483578,0.00279194748306962,0.966666666666667,same passage direction,0.952380952380953,0.976190476190476,0.952380952380953,TRUE
MET767,4.11_794.6248n,795.6319584,4.109116667,"","","M+H, M+Na, M+K","",lower,-0.89561008526411,0.00177055705428886,ENSMUSG00000031097,Tnni2,lower,-2.34570446380314,0.000000000000243520373918707,9,0.966666666666667,0.0000215503127483578,0.00279194748306962,0.966666666666667,same passage direction,0.952380952380953,0.976190476190476,0.952380952380953,TRUE
MET767,4.11_794.6248n,795.6319584,4.109116667,"","","M+H, M+Na, M+K","",lower,-0.89561008526411,0.00177055705428886,ENSMUSG00000061723,Tnnt3,lower,-2.38389903169149,0.000000000000000000497392295368287,9,0.966666666666667,0.0000215503127483578,0.00279194748306962,0.966666666666667,same passage direction,0.952380952380953,0.976190476190476,0.952380952380953,TRUE
MET767,4.11_794.6248n,795.6319584,4.109116667,"","","M+H, M+Na, M+K","",lower,-0.89561008526411,0.00177055705428886,ENSMUSG00000032010,Usp2,lower,-1.0701571642778,0.00000000000000706719755275049,9,0.966666666666667,0.0000215503127483578,0.00279194748306962,0.966666666666667,same passage direction,0.952380952380953,0.976190476190476,0.952380952380953,TRUE
MET505,2.74_341.3055m/z,341.3054898,2.74055,"","","","",higher,4.40140779613043,0.000446211373761654,ENSMUSG00000028766,Alpl,higher,2.91796776012661,0.0000000000000378914571262867,9,0.966386554621849,0.0000221847156499819,0.00279194748306962,0.966386554621849,same passage direction,0.951807228915663,0.975903614457831,0.951807228915663,TRUE
MET515,2.76_609.5269m/z,609.5268927,2.764616667,"","","","",lower,-2.19464000662916,0.000219285303615669,ENSMUSG00000040706,Agmat,lower,-1.163456237103,0.000726318032212328,9,0.966386554621849,0.0000221847156499819,0.00279194748306962,0.966386554621849,same passage direction,0.951807228915663,0.975903614457831,0.951807228915663,TRUE
MET640,3.15_759.6401m/z,759.6401046,3.147533333,SM008,20:0 SM (d18:1/20:0),M+H,C43H87N2O6P,higher,3.53170024274958,0.00000000189489682507808,ENSMUSG00000103912,Gm33819,higher,3.35186090744969,0.00000000000000000747180385460443,9,0.966386554621849,0.0000221847156499819,0.00279194748306962,0.966386554621849,same passage direction,0.951807228915663,0.975903614457831,0.951807228915663,TRUE
