met_id,feature,mz,rt_min,accepted_compound_id,accepted_description,adducts,formula,lipid_direction,lipid_average_post_log2FC,lipid_average_post_fdr,ensembl_gene_id,symbol,RNA_direction,RNA_average_post_log2FC,RNA_average_post_fdr,n_conditions,spearman_rho,p_value_unadjusted,fdr_BH_key_feature_space,absolute_spearman_rho,direction_relationship,leave_one_out_min_rho,leave_one_out_max_rho,leave_one_out_min_absolute_rho,leave_one_out_sign_consistent
MET517,2.76_750.5427m/z,750.5426906,2.760616667,"","","","",lower,-0.653167890023925,0.000109891163944876,ENSMUSG00000006457,Actn3,lower,-1.56230445972878,0.00000000000000000000000000108445960375258,9,0.933333333333333,0.000235899812159415,0.0110776776995236,0.933333333333333,same passage direction,0.904761904761905,0.976190476190476,0.904761904761905,TRUE
MET517,2.76_750.5427m/z,750.5426906,2.760616667,"","","","",lower,-0.653167890023925,0.000109891163944876,ENSMUSG00000044017,Adgrd1,lower,-2.59584594282009,0.0000000000000000117882324518602,9,0.933333333333333,0.000235899812159415,0.0110776776995236,0.933333333333333,same passage direction,0.904761904761905,0.976190476190476,0.904761904761905,TRUE
MET517,2.76_750.5427m/z,750.5426906,2.760616667,"","","","",lower,-0.653167890023925,0.000109891163944876,ENSMUSG00000078247,Airn,lower,-1.16138122692635,0.000000000000246774595538075,9,0.933333333333333,0.000235899812159415,0.0110776776995236,0.933333333333333,same passage direction,0.904761904761905,0.976190476190476,0.904761904761905,TRUE
MET517,2.76_750.5427m/z,750.5426906,2.760616667,"","","","",lower,-0.653167890023925,0.000109891163944876,ENSMUSG00000032503,Arpp21,lower,-2.16761047990826,0.000000000000000000000000027890730038603,9,0.933333333333333,0.000235899812159415,0.0110776776995236,0.933333333333333,same passage direction,0.904761904761905,0.976190476190476,0.904761904761905,TRUE
MET517,2.76_750.5427m/z,750.5426906,2.760616667,"","","","",lower,-0.653167890023925,0.000109891163944876,ENSMUSG00000007097,Atp1a2,lower,-1.92602512606454,0.000000000000000383137264465972,9,0.933333333333333,0.000235899812159415,0.0110776776995236,0.933333333333333,same passage direction,0.904761904761905,0.976190476190476,0.904761904761905,TRUE
MET517,2.76_750.5427m/z,750.5426906,2.760616667,"","","","",lower,-0.653167890023925,0.000109891163944876,ENSMUSG00000074892,B3galt5,lower,-2.2924041732327,0.0000000000786397901635382,9,0.933333333333333,0.000235899812159415,0.0110776776995236,0.933333333333333,same passage direction,0.904761904761905,0.976190476190476,0.904761904761905,TRUE
MET517,2.76_750.5427m/z,750.5426906,2.760616667,"","","","",lower,-0.653167890023925,0.000109891163944876,ENSMUSG00000026407,Cacna1s,lower,-2.91754545436991,0.00000000000000000000318094664591338,9,0.933333333333333,0.000235899812159415,0.0110776776995236,0.933333333333333,same passage direction,0.904761904761905,0.976190476190476,0.904761904761905,TRUE
MET517,2.76_750.5427m/z,750.5426906,2.760616667,"","","","",lower,-0.653167890023925,0.000109891163944876,ENSMUSG00000020882,Cacnb1,lower,-1.28319092932779,0.00000000000000000000000000000000422157956887227,9,0.933333333333333,0.000235899812159415,0.0110776776995236,0.933333333333333,same passage direction,0.904761904761905,0.976190476190476,0.904761904761905,TRUE
MET517,2.76_750.5427m/z,750.5426906,2.760616667,"","","","",lower,-0.653167890023925,0.000109891163944876,ENSMUSG00000027861,Casq2,lower,-2.93019165415554,0.000000000000000000248178578634151,9,0.933333333333333,0.000235899812159415,0.0110776776995236,0.933333333333333,same passage direction,0.904761904761905,0.976190476190476,0.904761904761905,TRUE
MET517,2.76_750.5427m/z,750.5426906,2.760616667,"","","","",lower,-0.653167890023925,0.000109891163944876,ENSMUSG00000028977,Casz1,lower,-1.02216788284018,0.00000000201325717973578,9,0.933333333333333,0.000235899812159415,0.0110776776995236,0.933333333333333,same passage direction,0.904761904761905,0.976190476190476,0.904761904761905,TRUE
MET517,2.76_750.5427m/z,750.5426906,2.760616667,"","","","",lower,-0.653167890023925,0.000109891163944876,ENSMUSG00000001349,Cnn1,higher,1.40592269874883,0.000000000000000113309669314017,9,-0.933333333333333,0.000235899812159415,0.0110776776995236,0.933333333333333,opposite passage direction,-0.976190476190476,-0.904761904761905,0.904761904761905,TRUE
MET517,2.76_750.5427m/z,750.5426906,2.760616667,"","","","",lower,-0.653167890023925,0.000109891163944876,ENSMUSG00000038591,Colec10,lower,-2.1230999832396,0.0000000042030343182027,9,0.933333333333333,0.000235899812159415,0.0110776776995236,0.933333333333333,same passage direction,0.904761904761905,0.976190476190476,0.904761904761905,TRUE
MET517,2.76_750.5427m/z,750.5426906,2.760616667,"","","","",lower,-0.653167890023925,0.000109891163944876,ENSMUSG00000003617,Cp,lower,-1.03993102118073,0.00000000000000000000000000000000000086107549700149,9,0.933333333333333,0.000235899812159415,0.0110776776995236,0.933333333333333,same passage direction,0.904761904761905,0.976190476190476,0.904761904761905,TRUE
MET517,2.76_750.5427m/z,750.5426906,2.760616667,"","","","",lower,-0.653167890023925,0.000109891163944876,ENSMUSG00000019929,Dcn,lower,-2.10949625935028,0.0000000000222947801852067,9,0.933333333333333,0.000235899812159415,0.0110776776995236,0.933333333333333,same passage direction,0.904761904761905,0.976190476190476,0.904761904761905,TRUE
MET517,2.76_750.5427m/z,750.5426906,2.760616667,"","","","",lower,-0.653167890023925,0.000109891163944876,ENSMUSG00000027249,F2,lower,-2.30161510501165,0.00000000000802383073611785,9,0.933333333333333,0.000235899812159415,0.0110776776995236,0.933333333333333,same passage direction,0.904761904761905,0.976190476190476,0.904761904761905,TRUE
MET517,2.76_750.5427m/z,750.5426906,2.760616667,"","","","",lower,-0.653167890023925,0.000109891163944876,ENSMUSG00000035095,Fam167a,lower,-2.00872692399347,0.000000000000000000000000000000000245696569526026,9,0.933333333333333,0.000235899812159415,0.0110776776995236,0.933333333333333,same passage direction,0.904761904761905,0.976190476190476,0.904761904761905,TRUE
MET517,2.76_750.5427m/z,750.5426906,2.760616667,"","","","",lower,-0.653167890023925,0.000109891163944876,ENSMUSG00000078956,Gm14221,lower,-1.50691816528307,0.00000000000000000000000000000244962394325104,9,0.933333333333333,0.000235899812159415,0.0110776776995236,0.933333333333333,same passage direction,0.904761904761905,0.976190476190476,0.904761904761905,TRUE
MET517,2.76_750.5427m/z,750.5426906,2.760616667,"","","","",lower,-0.653167890023925,0.000109891163944876,ENSMUSG00000099686,Gm29460,lower,-1.09875853961715,0.000737942726504109,9,0.933333333333333,0.000235899812159415,0.0110776776995236,0.933333333333333,same passage direction,0.904761904761905,0.976190476190476,0.904761904761905,TRUE
MET517,2.76_750.5427m/z,750.5426906,2.760616667,"","","","",lower,-0.653167890023925,0.000109891163944876,ENSMUSG00000114206,Gm30551,lower,-1.09748574827664,0.00000594751882934255,9,0.933333333333333,0.000235899812159415,0.0110776776995236,0.933333333333333,same passage direction,0.904761904761905,0.976190476190476,0.904761904761905,TRUE
MET517,2.76_750.5427m/z,750.5426906,2.760616667,"","","","",lower,-0.653167890023925,0.000109891163944876,ENSMUSG00000104045,Gm37565,lower,-1.56258004801661,0.000000261759327403907,9,0.933333333333333,0.000235899812159415,0.0110776776995236,0.933333333333333,same passage direction,0.904761904761905,0.976190476190476,0.904761904761905,TRUE
MET517,2.76_750.5427m/z,750.5426906,2.760616667,"","","","",lower,-0.653167890023925,0.000109891163944876,ENSMUSG00000112854,Gm38403,lower,-2.2229732125118,0.00000000000000000000000000707824375819567,9,0.933333333333333,0.000235899812159415,0.0110776776995236,0.933333333333333,same passage direction,0.904761904761905,0.976190476190476,0.904761904761905,TRUE
MET517,2.76_750.5427m/z,750.5426906,2.760616667,"","","","",lower,-0.653167890023925,0.000109891163944876,ENSMUSG00000109167,Gm44652,higher,1.14354450731113,0.000121837501261059,9,-0.933333333333333,0.000235899812159415,0.0110776776995236,0.933333333333333,opposite passage direction,-0.976190476190476,-0.904761904761905,0.904761904761905,TRUE
MET517,2.76_750.5427m/z,750.5426906,2.760616667,"","","","",lower,-0.653167890023925,0.000109891163944876,ENSMUSG00000006221,Hspb7,lower,-1.50672260541592,0.000000424778964917818,9,0.933333333333333,0.000235899812159415,0.0110776776995236,0.933333333333333,same passage direction,0.904761904761905,0.976190476190476,0.904761904761905,TRUE
MET517,2.76_750.5427m/z,750.5426906,2.760616667,"","","","",lower,-0.653167890023925,0.000109891163944876,ENSMUSG00000037940,Inpp4b,lower,-1.57460630657496,0.000000000000270517149468505,9,0.933333333333333,0.000235899812159415,0.0110776776995236,0.933333333333333,same passage direction,0.904761904761905,0.976190476190476,0.904761904761905,TRUE
MET517,2.76_750.5427m/z,750.5426906,2.760616667,"","","","",lower,-0.653167890023925,0.000109891163944876,ENSMUSG00000069874,Irgm2,lower,-1.29025637736837,0.0000000127081275881119,9,0.933333333333333,0.000235899812159415,0.0110776776995236,0.933333333333333,same passage direction,0.904761904761905,0.976190476190476,0.904761904761905,TRUE
MET517,2.76_750.5427m/z,750.5426906,2.760616667,"","","","",lower,-0.653167890023925,0.000109891163944876,ENSMUSG00000044938,Klhl31,lower,-2.35624856527554,0.0000000000000088035851233609,9,0.933333333333333,0.000235899812159415,0.0110776776995236,0.933333333333333,same passage direction,0.904761904761905,0.976190476190476,0.904761904761905,TRUE
MET517,2.76_750.5427m/z,750.5426906,2.760616667,"","","","",lower,-0.653167890023925,0.000109891163944876,ENSMUSG00000074001,Klhl40,lower,-1.6082946014271,0.00000930850884433284,9,0.933333333333333,0.000235899812159415,0.0110776776995236,0.933333333333333,same passage direction,0.904761904761905,0.976190476190476,0.904761904761905,TRUE
MET517,2.76_750.5427m/z,750.5426906,2.760616667,"","","","",lower,-0.653167890023925,0.000109891163944876,ENSMUSG00000029683,Lmod2,lower,-1.92466528076068,0.00000000000324457494462364,9,0.933333333333333,0.000235899812159415,0.0110776776995236,0.933333333333333,same passage direction,0.904761904761905,0.976190476190476,0.904761904761905,TRUE
MET517,2.76_750.5427m/z,750.5426906,2.760616667,"","","","",lower,-0.653167890023925,0.000109891163944876,ENSMUSG00000039824,Myl6b,lower,-1.08702206345419,0.0000000000000000000000000600386724423948,9,0.933333333333333,0.000235899812159415,0.0110776776995236,0.933333333333333,same passage direction,0.904761904761905,0.976190476190476,0.904761904761905,TRUE
MET517,2.76_750.5427m/z,750.5426906,2.760616667,"","","","",lower,-0.653167890023925,0.000109891163944876,ENSMUSG00000113178,Mylf-ps,lower,-2.37556925050319,0.00000000000000051931831177858,9,0.933333333333333,0.000235899812159415,0.0110776776995236,0.933333333333333,same passage direction,0.904761904761905,0.976190476190476,0.904761904761905,TRUE
MET517,2.76_750.5427m/z,750.5426906,2.760616667,"","","","",lower,-0.653167890023925,0.000109891163944876,ENSMUSG00000028116,Myoz2,lower,-3.06326392000022,0.00000000000000000000000848292979433707,9,0.933333333333333,0.000235899812159415,0.0110776776995236,0.933333333333333,same passage direction,0.904761904761905,0.976190476190476,0.904761904761905,TRUE
MET517,2.76_750.5427m/z,750.5426906,2.760616667,"","","","",lower,-0.653167890023925,0.000109891163944876,ENSMUSG00000025170,Rab40b,lower,-1.17793935793431,0.00000000158945979994775,9,0.933333333333333,0.000235899812159415,0.0110776776995236,0.933333333333333,same passage direction,0.904761904761905,0.976190476190476,0.904761904761905,TRUE
MET517,2.76_750.5427m/z,750.5426906,2.760616667,"","","","",lower,-0.653167890023925,0.000109891163944876,ENSMUSG00000030592,Ryr1,lower,-2.02323619689124,0.000000000000000000000000000000000000000000114447607534952,9,0.933333333333333,0.000235899812159415,0.0110776776995236,0.933333333333333,same passage direction,0.904761904761905,0.976190476190476,0.904761904761905,TRUE
MET517,2.76_750.5427m/z,750.5426906,2.760616667,"","","","",lower,-0.653167890023925,0.000109891163944876,ENSMUSG00000044770,Scml4,lower,-1.04786070555327,0.00000000000232755949185348,9,0.933333333333333,0.000235899812159415,0.0110776776995236,0.933333333333333,same passage direction,0.904761904761905,0.976190476190476,0.904761904761905,TRUE
MET517,2.76_750.5427m/z,750.5426906,2.760616667,"","","","",lower,-0.653167890023925,0.000109891163944876,ENSMUSG00000055027,Smyd1,lower,-1.83965682388408,0.0000000000000459901827532109,9,0.933333333333333,0.000235899812159415,0.0110776776995236,0.933333333333333,same passage direction,0.904761904761905,0.976190476190476,0.904761904761905,TRUE
MET517,2.76_750.5427m/z,750.5426906,2.760616667,"","","","",lower,-0.653167890023925,0.000109891163944876,ENSMUSG00000039376,Synpo2l,lower,-1.6449316366109,0.000000000000000000000000000000000000000000000135966264503755,9,0.933333333333333,0.000235899812159415,0.0110776776995236,0.933333333333333,same passage direction,0.904761904761905,0.976190476190476,0.904761904761905,TRUE
MET517,2.76_750.5427m/z,750.5426906,2.760616667,"","","","",lower,-0.653167890023925,0.000109891163944876,ENSMUSG00000028950,Tas1r1,lower,-1.06125613286989,0.0000605099870477869,9,0.933333333333333,0.000235899812159415,0.0110776776995236,0.933333333333333,same passage direction,0.904761904761905,0.976190476190476,0.904761904761905,TRUE
MET517,2.76_750.5427m/z,750.5426906,2.760616667,"","","","",lower,-0.653167890023925,0.000109891163944876,ENSMUSG00000058252,Tcp11x2,lower,-1.73021348607573,0.00000032278639077099,9,0.933333333333333,0.000235899812159415,0.0110776776995236,0.933333333333333,same passage direction,0.904761904761905,0.976190476190476,0.904761904761905,TRUE
MET517,2.76_750.5427m/z,750.5426906,2.760616667,"","","","",lower,-0.653167890023925,0.000109891163944876,ENSMUSG00000026418,Tnni1,lower,-2.41643274292675,0.0000000000000000222487575441714,9,0.933333333333333,0.000235899812159415,0.0110776776995236,0.933333333333333,same passage direction,0.904761904761905,0.976190476190476,0.904761904761905,TRUE
MET517,2.76_750.5427m/z,750.5426906,2.760616667,"","","","",lower,-0.653167890023925,0.000109891163944876,ENSMUSG00000064179,Tnnt1,lower,-1.08582126241767,0.00000000000000000000000000000550103299375861,9,0.933333333333333,0.000235899812159415,0.0110776776995236,0.933333333333333,same passage direction,0.904761904761905,0.976190476190476,0.904761904761905,TRUE
MET517,2.76_750.5427m/z,750.5426906,2.760616667,"","","","",lower,-0.653167890023925,0.000109891163944876,ENSMUSG00000062077,Trim54,lower,-1.85735543114988,0.000000000000000000000177484614421028,9,0.933333333333333,0.000235899812159415,0.0110776776995236,0.933333333333333,same passage direction,0.904761904761905,0.976190476190476,0.904761904761905,TRUE
MET517,2.76_750.5427m/z,750.5426906,2.760616667,"","","","",lower,-0.653167890023925,0.000109891163944876,ENSMUSG00000042828,Trim72,lower,-2.78131390526175,0.0000000000000351931875504013,9,0.933333333333333,0.000235899812159415,0.0110776776995236,0.933333333333333,same passage direction,0.904761904761905,0.976190476190476,0.904761904761905,TRUE
MET517,2.76_750.5427m/z,750.5426906,2.760616667,"","","","",lower,-0.653167890023925,0.000109891163944876,ENSMUSG00000000244,Tspan32,lower,-2.00112431962042,0.0000000396373016705563,9,0.933333333333333,0.000235899812159415,0.0110776776995236,0.933333333333333,same passage direction,0.904761904761905,0.976190476190476,0.904761904761905,TRUE
MET517,2.76_750.5427m/z,750.5426906,2.760616667,"","","","",lower,-0.653167890023925,0.000109891163944876,ENSMUSG00000051747,Ttn,lower,-1.82574225660823,0.000000000000000000000000333547449481803,9,0.933333333333333,0.000235899812159415,0.0110776776995236,0.933333333333333,same passage direction,0.904761904761905,0.976190476190476,0.904761904761905,TRUE
MET517,2.76_750.5427m/z,750.5426906,2.760616667,"","","","",lower,-0.653167890023925,0.000109891163944876,ENSMUSG00000068232,Vmn1r42,lower,-1.15065096713552,0.000940427006841702,9,0.933333333333333,0.000235899812159415,0.0110776776995236,0.933333333333333,same passage direction,0.904761904761905,0.976190476190476,0.904761904761905,TRUE
MET535,2.82_731.6056m/z,731.605616,2.8167,SM006,18:0 SM (d18:1/18:0),M+H,C41H83N2O6P,higher,3.27768874471399,0.0000000000000631540471227429,ENSMUSG00000108732,2310043P16Rik,higher,1.17157354707097,0.00000118944871796777,9,0.933333333333333,0.000235899812159415,0.0110776776995236,0.933333333333333,same passage direction,0.904761904761905,0.976190476190476,0.904761904761905,TRUE
MET535,2.82_731.6056m/z,731.605616,2.8167,SM006,18:0 SM (d18:1/18:0),M+H,C41H83N2O6P,higher,3.27768874471399,0.0000000000000631540471227429,ENSMUSG00000041797,Abca9,higher,1.42763467494861,0.0000000000133697717579744,9,0.933333333333333,0.000235899812159415,0.0110776776995236,0.933333333333333,same passage direction,0.904761904761905,0.976190476190476,0.904761904761905,TRUE
MET535,2.82_731.6056m/z,731.605616,2.8167,SM006,18:0 SM (d18:1/18:0),M+H,C41H83N2O6P,higher,3.27768874471399,0.0000000000000631540471227429,ENSMUSG00000023328,Ache,higher,1.11646252062331,0.00144118882696788,9,0.933333333333333,0.000235899812159415,0.0110776776995236,0.933333333333333,same passage direction,0.904761904761905,0.976190476190476,0.904761904761905,TRUE
MET535,2.82_731.6056m/z,731.605616,2.8167,SM006,18:0 SM (d18:1/18:0),M+H,C41H83N2O6P,higher,3.27768874471399,0.0000000000000631540471227429,ENSMUSG00000036545,Adamts2,higher,1.85903526506772,0.00000000000000000000000000000000000000000000000000319895952754008,9,0.933333333333333,0.000235899812159415,0.0110776776995236,0.933333333333333,same passage direction,0.904761904761905,0.976190476190476,0.904761904761905,TRUE
MET535,2.82_731.6056m/z,731.605616,2.8167,SM006,18:0 SM (d18:1/18:0),M+H,C41H83N2O6P,higher,3.27768874471399,0.0000000000000631540471227429,ENSMUSG00000020473,Aebp1,higher,1.40216115139485,0.0000000000000000000000000000000000000000000000000000000000585252720596292,9,0.933333333333333,0.000235899812159415,0.0110776776995236,0.933333333333333,same passage direction,0.904761904761905,0.976190476190476,0.904761904761905,TRUE
MET535,2.82_731.6056m/z,731.605616,2.8167,SM006,18:0 SM (d18:1/18:0),M+H,C41H83N2O6P,higher,3.27768874471399,0.0000000000000631540471227429,ENSMUSG00000033715,Akr1c14,higher,2.1776777439381,0.000000000000000000000000000015936395812671,9,0.933333333333333,0.000235899812159415,0.0110776776995236,0.933333333333333,same passage direction,0.904761904761905,0.976190476190476,0.904761904761905,TRUE
MET535,2.82_731.6056m/z,731.605616,2.8167,SM006,18:0 SM (d18:1/18:0),M+H,C41H83N2O6P,higher,3.27768874471399,0.0000000000000631540471227429,ENSMUSG00000074264,Amy1,higher,1.3580796019161,0.0000000261133563810678,9,0.933333333333333,0.000235899812159415,0.0110776776995236,0.933333333333333,same passage direction,0.904761904761905,0.976190476190476,0.904761904761905,TRUE
MET535,2.82_731.6056m/z,731.605616,2.8167,SM006,18:0 SM (d18:1/18:0),M+H,C41H83N2O6P,higher,3.27768874471399,0.0000000000000631540471227429,ENSMUSG00000046598,Bdh1,lower,-1.03168773131096,0.00193696913661081,9,-0.933333333333333,0.000235899812159415,0.0110776776995236,0.933333333333333,opposite passage direction,-0.976190476190476,-0.904761904761905,0.904761904761905,TRUE
MET535,2.82_731.6056m/z,731.605616,2.8167,SM006,18:0 SM (d18:1/18:0),M+H,C41H83N2O6P,higher,3.27768874471399,0.0000000000000631540471227429,ENSMUSG00000035131,Brinp3,higher,1.18747554586497,0.000000000000000000000000000000000000000000000000000172132421908288,9,0.933333333333333,0.000235899812159415,0.0110776776995236,0.933333333333333,same passage direction,0.904761904761905,0.976190476190476,0.904761904761905,TRUE
MET535,2.82_731.6056m/z,731.605616,2.8167,SM006,18:0 SM (d18:1/18:0),M+H,C41H83N2O6P,higher,3.27768874471399,0.0000000000000631540471227429,ENSMUSG00000086655,C330018A13Rik,higher,1.24341894455065,0.00016198485768591,9,0.933333333333333,0.000235899812159415,0.0110776776995236,0.933333333333333,same passage direction,0.904761904761905,0.976190476190476,0.904761904761905,TRUE
MET535,2.82_731.6056m/z,731.605616,2.8167,SM006,18:0 SM (d18:1/18:0),M+H,C41H83N2O6P,higher,3.27768874471399,0.0000000000000631540471227429,ENSMUSG00000040729,Cep126,lower,-1.5163103792284,0.0000000000000517404801816496,9,-0.933333333333333,0.000235899812159415,0.0110776776995236,0.933333333333333,opposite passage direction,-0.976190476190476,-0.904761904761905,0.904761904761905,TRUE
MET535,2.82_731.6056m/z,731.605616,2.8167,SM006,18:0 SM (d18:1/18:0),M+H,C41H83N2O6P,higher,3.27768874471399,0.0000000000000631540471227429,ENSMUSG00000027966,Col11a1,higher,4.26853370054104,0.00000000000000000000000000128191329050394,9,0.933333333333333,0.000235899812159415,0.0110776776995236,0.933333333333333,same passage direction,0.904761904761905,0.976190476190476,0.904761904761905,TRUE
MET535,2.82_731.6056m/z,731.605616,2.8167,SM006,18:0 SM (d18:1/18:0),M+H,C41H83N2O6P,higher,3.27768874471399,0.0000000000000631540471227429,ENSMUSG00000025064,Col17a1,lower,-1.36076407862158,0.0000000000166093016096199,9,-0.933333333333333,0.000235899812159415,0.0110776776995236,0.933333333333333,opposite passage direction,-0.976190476190476,-0.904761904761905,0.904761904761905,TRUE
MET535,2.82_731.6056m/z,731.605616,2.8167,SM006,18:0 SM (d18:1/18:0),M+H,C41H83N2O6P,higher,3.27768874471399,0.0000000000000631540471227429,ENSMUSG00000001119,Col6a1,higher,1.65755521472228,0.00000000000000000000000000000000000000000000000000000000000000169624323064687,9,0.933333333333333,0.000235899812159415,0.0110776776995236,0.933333333333333,same passage direction,0.904761904761905,0.976190476190476,0.904761904761905,TRUE
MET535,2.82_731.6056m/z,731.605616,2.8167,SM006,18:0 SM (d18:1/18:0),M+H,C41H83N2O6P,higher,3.27768874471399,0.0000000000000631540471227429,ENSMUSG00000056174,Col8a2,higher,2.78779377390218,0.0000000000000000000000000000053276327631255,9,0.933333333333333,0.000235899812159415,0.0110776776995236,0.933333333333333,same passage direction,0.904761904761905,0.976190476190476,0.904761904761905,TRUE
MET535,2.82_731.6056m/z,731.605616,2.8167,SM006,18:0 SM (d18:1/18:0),M+H,C41H83N2O6P,higher,3.27768874471399,0.0000000000000631540471227429,ENSMUSG00000053007,Creb5,lower,-1.50393063502171,0.0000000000000000000000000000000000000000376620402991443,9,-0.933333333333333,0.000235899812159415,0.0110776776995236,0.933333333333333,opposite passage direction,-0.976190476190476,-0.904761904761905,0.904761904761905,TRUE
MET535,2.82_731.6056m/z,731.605616,2.8167,SM006,18:0 SM (d18:1/18:0),M+H,C41H83N2O6P,higher,3.27768874471399,0.0000000000000631540471227429,ENSMUSG00000042498,D330045A20Rik,lower,-1.16440833650023,0.0000000000000124040289742815,9,-0.933333333333333,0.000235899812159415,0.0110776776995236,0.933333333333333,opposite passage direction,-0.976190476190476,-0.904761904761905,0.904761904761905,TRUE
MET535,2.82_731.6056m/z,731.605616,2.8167,SM006,18:0 SM (d18:1/18:0),M+H,C41H83N2O6P,higher,3.27768874471399,0.0000000000000631540471227429,ENSMUSG00000102692,Dchs2,higher,2.89133825012724,0.00000000000000000000000000000000000000000830981811854045,9,0.933333333333333,0.000235899812159415,0.0110776776995236,0.933333333333333,same passage direction,0.904761904761905,0.976190476190476,0.904761904761905,TRUE
MET535,2.82_731.6056m/z,731.605616,2.8167,SM006,18:0 SM (d18:1/18:0),M+H,C41H83N2O6P,higher,3.27768874471399,0.0000000000000631540471227429,ENSMUSG00000019960,Dusp6,lower,-1.16859083690231,0.00000000000000000000000000000000000247154680015978,9,-0.933333333333333,0.000235899812159415,0.0110776776995236,0.933333333333333,opposite passage direction,-0.976190476190476,-0.904761904761905,0.904761904761905,TRUE
MET535,2.82_731.6056m/z,731.605616,2.8167,SM006,18:0 SM (d18:1/18:0),M+H,C41H83N2O6P,higher,3.27768874471399,0.0000000000000631540471227429,ENSMUSG00000041112,Elmo1,higher,2.00517859100223,0.0000000000000000000000000328885768804402,9,0.933333333333333,0.000235899812159415,0.0110776776995236,0.933333333333333,same passage direction,0.904761904761905,0.976190476190476,0.904761904761905,TRUE
MET535,2.82_731.6056m/z,731.605616,2.8167,SM006,18:0 SM (d18:1/18:0),M+H,C41H83N2O6P,higher,3.27768874471399,0.0000000000000631540471227429,ENSMUSG00000032265,Fam46a,higher,1.11003315252256,0.0000000000000000000000047845140152006,9,0.933333333333333,0.000235899812159415,0.0110776776995236,0.933333333333333,same passage direction,0.904761904761905,0.976190476190476,0.904761904761905,TRUE
MET535,2.82_731.6056m/z,731.605616,2.8167,SM006,18:0 SM (d18:1/18:0),M+H,C41H83N2O6P,higher,3.27768874471399,0.0000000000000631540471227429,ENSMUSG00000021186,Fbln5,higher,1.39039742998835,0.0000000000000000000000000000000000000000887785400072161,9,0.933333333333333,0.000235899812159415,0.0110776776995236,0.933333333333333,same passage direction,0.904761904761905,0.976190476190476,0.904761904761905,TRUE
MET535,2.82_731.6056m/z,731.605616,2.8167,SM006,18:0 SM (d18:1/18:0),M+H,C41H83N2O6P,higher,3.27768874471399,0.0000000000000631540471227429,ENSMUSG00000086203,Gm13985,higher,1.68588170170823,0.0000000508491935576778,9,0.933333333333333,0.000235899812159415,0.0110776776995236,0.933333333333333,same passage direction,0.904761904761905,0.976190476190476,0.904761904761905,TRUE
MET535,2.82_731.6056m/z,731.605616,2.8167,SM006,18:0 SM (d18:1/18:0),M+H,C41H83N2O6P,higher,3.27768874471399,0.0000000000000631540471227429,ENSMUSG00000101394,Gm28183,higher,1.22450144710613,0.000260821393695599,9,0.933333333333333,0.000235899812159415,0.0110776776995236,0.933333333333333,same passage direction,0.904761904761905,0.976190476190476,0.904761904761905,TRUE
MET535,2.82_731.6056m/z,731.605616,2.8167,SM006,18:0 SM (d18:1/18:0),M+H,C41H83N2O6P,higher,3.27768874471399,0.0000000000000631540471227429,ENSMUSG00000003228,Grk5,higher,1.19964422405324,0.00000000000000000000000000000000000000344909998224204,9,0.933333333333333,0.000235899812159415,0.0110776776995236,0.933333333333333,same passage direction,0.904761904761905,0.976190476190476,0.904761904761905,TRUE
MET535,2.82_731.6056m/z,731.605616,2.8167,SM006,18:0 SM (d18:1/18:0),M+H,C41H83N2O6P,higher,3.27768874471399,0.0000000000000631540471227429,ENSMUSG00000057933,Gsta2,lower,-1.68908942787078,0.00000400488676469989,9,-0.933333333333333,0.000235899812159415,0.0110776776995236,0.933333333333333,opposite passage direction,-0.928571428571429,-0.904761904761905,0.904761904761905,TRUE
MET535,2.82_731.6056m/z,731.605616,2.8167,SM006,18:0 SM (d18:1/18:0),M+H,C41H83N2O6P,higher,3.27768874471399,0.0000000000000631540471227429,ENSMUSG00000020053,Igf1,higher,3.53537983343514,0.000000000000000106595355140595,9,0.933333333333333,0.000235899812159415,0.0110776776995236,0.933333333333333,same passage direction,0.904761904761905,0.976190476190476,0.904761904761905,TRUE
MET535,2.82_731.6056m/z,731.605616,2.8167,SM006,18:0 SM (d18:1/18:0),M+H,C41H83N2O6P,higher,3.27768874471399,0.0000000000000631540471227429,ENSMUSG00000022790,Igsf11,lower,-1.08137325843998,0.00000000000000000000544944911725106,9,-0.933333333333333,0.000235899812159415,0.0110776776995236,0.933333333333333,opposite passage direction,-0.976190476190476,-0.904761904761905,0.904761904761905,TRUE
MET535,2.82_731.6056m/z,731.605616,2.8167,SM006,18:0 SM (d18:1/18:0),M+H,C41H83N2O6P,higher,3.27768874471399,0.0000000000000631540471227429,ENSMUSG00000032702,Kank1,higher,1.40145277909298,0.000000000000000267941396086383,9,0.933333333333333,0.000235899812159415,0.0110776776995236,0.933333333333333,same passage direction,0.904761904761905,0.976190476190476,0.904761904761905,TRUE
MET535,2.82_731.6056m/z,731.605616,2.8167,SM006,18:0 SM (d18:1/18:0),M+H,C41H83N2O6P,higher,3.27768874471399,0.0000000000000631540471227429,ENSMUSG00000024063,Lbh,lower,-1.33993438887981,0.0000000000000000000000000000000000000000000886742327292813,9,-0.933333333333333,0.000235899812159415,0.0110776776995236,0.933333333333333,opposite passage direction,-0.976190476190476,-0.904761904761905,0.904761904761905,TRUE
