ensembl_gene_id,symbol,trajectory_direction,average_post_log2FC,average_post_fdr,Early_D0,Early_D1,Early_D6,Middle_D0,Middle_D1,Middle_D6,Late_D0,Late_D1,Late_D6
ENSMUSG00000025701,Alox5,lower,-1.92516055263629,0.0000000000000000000000000000000000000000000000000000000989340866311209,12.043607441088,11.9239492854956,11.8959637734819,10.6992750327555,10.5739789846862,11.4088485437335,8.74227560900077,8.58773434596612,9.9146659289978
ENSMUSG00000021806,Nid2,higher,1.31130489726659,0.00000000000000000000000000000000000000000000000000000311419076388836,8.15115300544567,9.9885465417348,12.2290228717186,10.4237838357762,11.5921955540356,13.1788887418011,11.3601526389193,11.8393539201124,13.6441876606112
ENSMUSG00000068587,Mgam,lower,-2.58297035241113,0.00000000000000000000000000000000000000000000000000000392084676272545,8.1906718817623,11.2629894313148,11.7105165838786,6.72763536120617,9.51496443777052,10.4794403099005,5.05022380531771,7.74553888305657,7.63188399820256
ENSMUSG00000021253,Tgfb3,higher,1.27133276120983,0.0000000000000000000000000000000000000000000000000000098831080595217,9.36374345144188,10.0417839995435,11.4348464797505,10.2527863330497,11.4062368063059,11.9664295753056,11.1224790428025,12.2090566181404,12.6958112089861
ENSMUSG00000019943,Atp2b1,lower,-1.0975058657679,0.0000000000000000000000000000000000000000000000000000115836307065291,12.9357113435105,13.6692045436399,12.578718357873,12.3034610018896,12.6501389524794,12.0390355269001,11.895893249539,11.9297120678135,11.7241853576315
ENSMUSG00000061353,Cxcl12,higher,1.39077652706485,0.0000000000000000000000000000000000000000000000000000129809335523123,8.37249030318177,10.511272992337,11.6854524401001,10.9345108196394,11.8140512903093,12.5366446159099,12.1323550125586,12.3829505703962,12.8588176777973
ENSMUSG00000027199,Gatm,lower,-1.47259149257637,0.0000000000000000000000000000000000000000000000000000173449825885546,12.1924936382152,12.0569942730149,11.412965862537,11.5054967464638,10.981242624289,10.9587197663563,11.0864914007985,10.2155231813734,9.79762259763219
ENSMUSG00000019647,Sema6a,lower,-1.57687496921676,0.0000000000000000000000000000000000000000000000000000315942823932555,10.1867562906533,11.754127683797,11.7185381418352,9.01994319735873,10.4387535621562,11.2889375060615,7.39043725735538,8.87961910981859,10.4412645943544
ENSMUSG00000031626,Sorbs2,lower,-1.64016733496462,0.0000000000000000000000000000000000000000000000000000350308732715318,10.3464391438345,11.7534559187571,12.3933363195876,8.42791964678012,10.121795941958,11.5046300182516,8.07687883527213,9.49428912387898,11.113127813772
ENSMUSG00000029126,Nsg1,higher,1.65752193817776,0.0000000000000000000000000000000000000000000000000000358730199391527,9.19920746517321,8.98054421923023,9.62662278842935,9.52273109781683,10.5229081811725,10.6026614779753,9.92667748216527,10.7967647172208,10.9857675999414
ENSMUSG00000045636,Mtus1,higher,1.55143024499455,0.0000000000000000000000000000000000000000000000000000358730199391527,7.55147127751608,9.44557831542256,10.3973256077635,9.34357568680494,10.8402521034631,11.3438027779079,10.1818154580626,11.3314097508233,12.0155586704423
ENSMUSG00000007655,Cav1,higher,1.23401094387769,0.0000000000000000000000000000000000000000000000000000500173182602834,10.8681384500486,12.1254684083574,11.4447697072606,11.7535206622556,13.0655483676302,12.2791092978615,12.2518837864073,13.2627295871527,13.4702194234334
ENSMUSG00000013846,St3gal1,lower,-1.33276845676461,0.0000000000000000000000000000000000000000000000000000698091925614646,12.0057893454661,12.0921060751301,11.4878661264458,10.8326056763005,10.8494554152794,11.0217838042289,9.94166491958898,9.67784684237822,10.3686572655557
ENSMUSG00000037852,Cpe,higher,1.19204523401497,0.000000000000000000000000000000000000000000000000000138081931811936,10.6083244594952,10.6741332538827,11.2508262038734,11.0811561311222,11.512203990069,12.0194752276719,11.5609166701499,11.784812760367,12.707872473853
ENSMUSG00000035131,Brinp3,higher,1.18747554586497,0.000000000000000000000000000000000000000000000000000172132421908288,9.02425960453683,10.4408992553826,12.1262041367845,10.9067583463469,11.9573627634363,12.6657218945677,11.3738459001457,12.2143066213422,12.9167042308995
ENSMUSG00000059921,Unc5c,higher,1.30820459689732,0.000000000000000000000000000000000000000000000000000263594316488233,8.96626571152307,10.4617821952612,10.5417524297673,11.0103569867065,11.9076233336148,11.3597864288238,11.3751731175123,12.1454524827936,11.7444107454914
ENSMUSG00000027848,Olfml3,higher,1.38100267901313,0.000000000000000000000000000000000000000000000000000951904690320096,7.72017524351222,9.97549067442441,11.0304046985007,9.18571239518686,11.3144364777799,11.9277708557258,9.96806410633259,11.8569216047717,12.6234393297226
ENSMUSG00000055013,Agap1,lower,-1.26484633902873,0.00000000000000000000000000000000000000000000000000142474400718671,11.3352371547673,12.2055778712426,11.5683815986532,10.8881831148206,11.3321767357372,10.9740551984167,10.1942041941937,10.2362156080729,10.1706509547845
ENSMUSG00000070469,Adamtsl3,higher,1.76981654527788,0.000000000000000000000000000000000000000000000000001846863191145,7.67529239705856,7.89316304604484,9.60525522461351,10.1299899345419,10.1816862912908,10.5780333738695,10.8825887357215,10.8212919441399,11.3465045204593
ENSMUSG00000040998,Npnt,lower,-1.16327688051549,0.0000000000000000000000000000000000000000000000000018635438279716,12.842448936927,11.945236810738,12.7688237933614,12.61042965385,11.2530323548409,12.0251907251011,12.9660600318618,11.2536015319647,11.2596808831721
ENSMUSG00000097789,Gm2115,higher,1.64068458300966,0.00000000000000000000000000000000000000000000000000187777466500113,9.43367587336545,8.88084860200171,8.6984969801203,10.8661800258303,10.4039240313427,9.68226957085094,11.4111577113311,11.1511609570407,10.5846724795248
ENSMUSG00000046807,Lrrc75b,higher,2.28782485681738,0.00000000000000000000000000000000000000000000000000264624158457979,8.48058452664627,7.43821717803719,6.44564953627535,9.29648903857066,9.23877003451714,7.52810434072629,10.1940404187005,10.4883655715993,8.89784320934415
ENSMUSG00000036545,Adamts2,higher,1.85903526506772,0.00000000000000000000000000000000000000000000000000319895952754008,6.60658280293945,7.5693001389657,9.92842169959175,8.72682564158986,9.8361355549777,10.9851787788112,9.77899022635145,10.2042033926126,11.5541403671462
ENSMUSG00000049929,Lpar4,higher,2.90284907478081,0.00000000000000000000000000000000000000000000000000336341359529017,6.1574644758328,6.35289027131484,6.61197229766602,7.38504499102386,8.4786301476722,8.44585641089347,8.33817066797447,9.76667078940963,10.4318078852189
ENSMUSG00000024620,Pdgfrb,higher,1.38207339244618,0.00000000000000000000000000000000000000000000000000356457007715413,9.85454671914881,11.3445588166104,12.5487441791255,11.5702236387473,12.6428368451333,13.5781837073404,12.247903567981,13.0158216364113,14.0286133960035
ENSMUSG00000020186,Csrp2,higher,1.30826866266321,0.00000000000000000000000000000000000000000000000000645236306673858,11.0413623235027,9.77468324379829,9.60099784219726,10.8655298487315,10.7843083759092,10.0902764058763,10.926947163637,11.2708978646787,10.8310565221572
