ensembl_gene_id,symbol,trajectory_direction,average_post_log2FC,average_post_fdr,Early_D0,Early_D1,Early_D6,Middle_D0,Middle_D1,Middle_D6,Late_D0,Late_D1,Late_D6
ENSMUSG00000051497,Kcnj16,higher,2.54212871232435,0.00000000000000000000000000000457329163989919,0,5.58164935801313,5.70182393157892,1.52995795250652,7.12945832706839,7.51682883668773,4.66764897897082,8.495916722213,9.06061975086066
ENSMUSG00000030468,Siglecg,lower,-1.70801179374805,0.00000000000000000000000000000482491649242442,8.72356196509101,8.53489541919658,6.0852963378233,7.82970969073042,7.27104861532685,5.43328890521457,7.312620982492,5.78324060224361,4.91779886552251
ENSMUSG00000002980,Bcam,lower,-2.1518149559631,0.00000000000000000000000000000498704687440567,6.53320358398926,7.53335865513094,8.50678737993468,5.04297104073586,6.46853263146357,7.42805989061855,3.56559466360486,4.23775272509716,5.26531561499674
ENSMUSG00000056174,Col8a2,higher,2.78779377390218,0.0000000000000000000000000000053276327631255,2.59143804416432,3.89045687307843,6.73070130043257,4.45615249769965,6.3446418811075,7.5429481384842,5.55920224025382,7.25313585898322,9.41382381980244
ENSMUSG00000064179,Tnnt1,lower,-1.08582126241767,0.00000000000000000000000000000550103299375861,3.75336103419299,8.40688502918846,12.6646719646761,3.9234218397174,7.54094173492059,12.3553335391064,4.22133860935768,7.04026922127908,11.5980175632913
ENSMUSG00000048720,Tbc1d12,higher,1.07537416569807,0.00000000000000000000000000000626637555914308,6.79895926098277,7.07877553752351,8.06480353746186,7.91698072758216,8.08364611189614,8.70716317990585,8.40225545461478,8.53686805484998,9.14898872482169
ENSMUSG00000036036,Zfp57,lower,-1.03645127119989,0.00000000000000000000000000000821912054122125,9.22788838114819,9.44488697340558,8.55757871486726,8.92553627154168,8.86462207861832,8.13842069233979,8.37071723057041,8.07087097636297,7.22083897961765
ENSMUSG00000022514,Il1rap,lower,-1.26961803145264,0.00000000000000000000000000000892588405164355,9.22967643167325,8.61147374882881,7.32338393809406,8.31680104930458,7.58659208185699,6.86852614948062,7.63335429569321,6.7291756810783,6.25374543324315
ENSMUSG00000026890,Lhx6,higher,1.04982055517422,0.00000000000000000000000000000969055918921034,7.62360593141694,7.471295181793,7.17779446281366,7.69908563752318,8.15525345715729,7.88405523654202,7.63603482439595,8.53192533956618,8.29595484434362
ENSMUSG00000071714,Csf2rb2,higher,3.65081615188165,0.0000000000000000000000000000113701096329883,2.67934819354055,2.02811289311959,3.35726606099068,4.05292853242564,5.09522572051157,4.74930273048653,3.62499663992365,6.14611014053755,5.36141816508636
ENSMUSG00000033715,Akr1c14,higher,2.1776777439381,0.000000000000000000000000000015936395812671,3.3306003951597,4.72293021152217,5.98019534122175,4.91549240261465,5.85484133528888,8.13384004489194,6.37403113189316,7.17182038337719,9.43101905684995
ENSMUSG00000003585,Sec14l2,lower,-1.02340852603332,0.0000000000000000000000000000253189141994665,9.49742020711026,9.6592140743704,8.27678558875922,8.64920176160997,8.74732339515861,7.82194825484417,7.59379552246201,7.78472688352647,7.4303477783131
ENSMUSG00000021367,Edn1,higher,2.26487920441006,0.0000000000000000000000000000383339285199472,6.08411824723419,5.16224783080741,5.14359710754669,6.02056071231636,6.88227891384768,6.58651039180115,6.9184965993113,7.85386342761879,7.89244983708708
ENSMUSG00000024885,Aldh3b1,lower,-1.20122213674694,0.0000000000000000000000000000453471005048621,5.62673339429806,8.61692490145504,10.3489033618362,5.35981865633316,7.80970780326436,9.44595227335396,5.47381395050966,7.3516251713533,8.28308565923376
ENSMUSG00000067586,S1pr3,lower,-2.345951134176,0.0000000000000000000000000000587543648053604,7.99766245987547,7.83320009606792,5.99081349078079,6.50762185939657,6.31072448276343,5.18486897796478,5.18782246498132,4.6414847774865,3.15715967760033
ENSMUSG00000041912,Tdrkh,higher,1.07025385422282,0.0000000000000000000000000000836762164598303,8.03973698847404,7.61267050333957,7.10636167055501,9.02684585511496,8.54025587095762,7.88384033068074,9.62351165529805,9.07409415941945,8.88675301596259
ENSMUSG00000008206,Cers4,higher,2.54211517988533,0.000000000000000000000000000104927194780108,4.05370641569096,5.48176015798124,5.52616760458654,7.16543373234,7.9566257125212,7.1161033406513,7.8602231668706,8.48089950614215,7.91934043750603
ENSMUSG00000068246,Apol9b,lower,-1.0936399994344,0.000000000000000000000000000123719391600306,8.69448650083807,8.18022894031617,8.90860673363254,7.88305863487155,7.8948748155654,8.51980459151941,6.69258709128637,6.55831906040199,7.08370057602104
ENSMUSG00000040289,Hey1,lower,-2.30464938797355,0.000000000000000000000000000128712622558979,6.94172920641716,8.07751390848795,7.21707407797637,6.10592434952196,5.65941543534688,6.02019002988854,5.7554918793949,5.16493351202913,5.57784054993426
ENSMUSG00000027805,Pfn2,higher,1.19970104083892,0.000000000000000000000000000159209016860504,6.23360218016429,6.71084313958445,7.65211934319838,7.21163445681052,7.90225092230738,8.20199212406796,7.76636899282909,8.08838919577,8.57164636152278
ENSMUSG00000027508,Pag1,lower,-1.70754348191629,0.000000000000000000000000000167048145874734,8.675878505512,8.43051022881248,6.79940099677716,7.48214035991889,6.76491975534164,6.26104938788511,6.09713166595676,5.75882045316362,5.23904220224532
ENSMUSG00000026399,Cd55,lower,-1.82211946288322,0.000000000000000000000000000182909253495839,8.69859133356319,9.01450197021535,9.7081457644797,7.06179828244939,7.6924946470952,8.38922460738232,5.78417652029757,6.75114315401072,7.42575775931021
ENSMUSG00000027536,Chmp4c,lower,-1.14658568439021,0.000000000000000000000000000203680463341599,8.6219907531694,9.13882536480236,7.74289306090174,7.46034593319861,7.93667922347323,6.97292701823095,6.97781973643924,7.34946010869951,6.821436954431
ENSMUSG00000027022,Xirp2,lower,-1.60269245659777,0.000000000000000000000000000222795113620518,9.76455400671644,10.9469928696927,11.2998027858736,8.73565354567361,10.4892424170381,10.4869766331125,6.68559997021372,8.05985432896206,9.33078500489044
ENSMUSG00000022584,Ly6c2,lower,-1.85428754928876,0.000000000000000000000000000229606904090143,4.93599356918491,7.73540184094903,9.09330988667307,4.02994156345094,6.57423603756358,7.94267500056751,3.12190583005368,5.55005863514078,5.68879100871275
ENSMUSG00000021596,Mctp1,lower,-3.31239412999815,0.000000000000000000000000000244967675440713,4.99319199178713,7.64901895498998,6.65705489746619,2.90890121724704,5.2293796600544,5.52756865723697,1.49431613891105,3.59718466355553,1.38722579868308
ENSMUSG00000063605,Ccdc102a,higher,1.06440017773446,0.000000000000000000000000000260996146553409,8.34614987952039,8.41433549285883,8.8052212983634,9.31349897423246,9.44280468473717,9.41495738531212,9.82160973274716,9.87753576967401,9.9810835316359
ENSMUSG00000001270,Ckb,lower,-1.04779369827061,0.000000000000000000000000000284881266875706,8.52382156758506,9.81358962851221,9.80847943249436,7.65523971470712,9.17128281063152,9.71531485421861,6.83536862965697,8.40233808335953,8.693767237492
ENSMUSG00000079243,Xirp1,lower,-1.96467688707501,0.000000000000000000000000000316579273712501,8.88350124539628,8.44716138019553,11.4126493910294,7.27627426130641,6.88763218992993,11.124219105383,6.09495194519474,5.50198069214248,10.0640074548586
ENSMUSG00000047996,Prrg1,higher,1.13383728102383,0.000000000000000000000000000332320247702834,6.74725055927861,7.61285844578576,7.25902402236438,7.06642360244491,8.64456750488225,7.94844719159133,7.15050111375374,8.75788546513947,8.57646812575233
ENSMUSG00000021390,Ogn,higher,1.83305474425711,0.000000000000000000000000000360100648553894,9.54030428989847,12.7655479631711,14.1455414825727,11.578337175855,14.5006746341601,15.0729140857406,13.4124322538655,15.7289518072557,15.9935823986727
ENSMUSG00000063727,Tnfrsf11b,higher,2.67179195981291,0.000000000000000000000000000425776782006025,2.88318972058567,2.73502373920695,5.46911271484155,4.45870327197202,5.27785785565551,7.3290252674555,5.42020173244639,5.6958208069129,7.44337952026673
ENSMUSG00000036052,Dnajb5,lower,-1.01649383734918,0.000000000000000000000000000689241722935654,7.97204412457692,8.47865769310175,9.79890407875443,7.36618473068225,7.87546707757948,9.47880449620739,6.73662953088809,7.06423009468036,8.70158023953536
ENSMUSG00000024534,Sncaip,higher,2.22005211958062,0.000000000000000000000000000846148166815555,4.84357409969222,6.00320049807673,5.83652389701947,6.87594706863861,8.20374326935824,7.07550360804361,7.82676098248,9.00927019746121,8.00449519815166
ENSMUSG00000006457,Actn3,lower,-1.56230445972878,0.00000000000000000000000000108445960375258,9.91095649290483,11.7291471817973,13.0419537362778,8.97302257008376,10.5191480720501,12.7309505882848,7.55308704398376,9.25272251868886,11.8388531372332
ENSMUSG00000000435,Myf5,lower,-1.60842602722267,0.00000000000000000000000000116840132498503,8.79563150386694,9.47911116324785,8.48409971056332,7.69685414191381,8.67232092533129,7.31741556636361,6.60949797292654,7.361433880081,6.16254983433408
ENSMUSG00000027966,Col11a1,higher,4.26853370054104,0.00000000000000000000000000128191329050394,0.540897131117395,1.38577690187362,5.82593534540374,4.02798523288481,5.72870974239134,7.84614933105436,6.12224414645969,7.27382335673021,9.4577028218572
ENSMUSG00000057346,Apol9a,lower,-1.09232562093062,0.00000000000000000000000000133380645479519,8.45792652144641,8.3065577337101,7.96706741125582,7.8609923302382,7.63985053644522,7.43918648255174,7.06247008644764,6.99006470291246,6.37102216915089
ENSMUSG00000037206,Islr,higher,2.16087269306253,0.00000000000000000000000000142400156271827,5.4386771994793,6.61327944157153,10.103943428263,5.72382178154965,8.58465949443883,11.2099539819189,7.20399313703574,9.68369876997268,11.7063646552623
ENSMUSG00000028278,Rragd,lower,-1.16684373702426,0.00000000000000000000000000162580179980358,8.00294585048249,8.44214882317542,7.9556897334843,7.1814507592051,7.28518848533124,7.35369072883332,6.84015522869356,7.13565691778787,6.63649921509937
ENSMUSG00000036334,Igsf10,higher,2.08278483798228,0.00000000000000000000000000203054135350452,5.49625122947538,7.6417254004162,9.0250583517685,8.39534205294431,9.98304510086881,9.6801246975086,9.49731737430543,10.5495072519444,10.8288488954406
ENSMUSG00000073177,Gm773,higher,1.6584406332133,0.00000000000000000000000000235794246486421,5.11141478033102,5.37173203659215,5.9628565469209,6.22262550158023,6.55319050795785,6.63506431492335,7.56450057413116,7.67766247029198,7.65533990483823
ENSMUSG00000004151,Etv1,lower,-1.56316396874521,0.00000000000000000000000000247945699996303,6.09293560261466,8.42534195586272,7.35553650476872,5.20984125791075,7.02671012251879,6.43120950128683,4.39724100266437,5.90651764102423,5.94330390327133
ENSMUSG00000015568,Lpl,lower,-1.18467555784784,0.00000000000000000000000000265008716036715,8.58088624565654,8.2959023191147,8.228502567453,7.86172198805456,7.04073422415644,7.60550524683177,7.59030652019182,6.96077075631904,6.8608208275319
ENSMUSG00000026208,Des,lower,-1.26626552014344,0.00000000000000000000000000337751324202688,13.5982746952131,14.1823744369412,15.0963628195871,12.8239231258461,13.3853074174765,14.4938442751363,12.1429586344876,12.5013751399014,13.4845154867984
ENSMUSG00000038527,C1rl,higher,1.37767427024384,0.00000000000000000000000000396742026869346,3.72033839279648,6.00544097177573,7.77581477034821,5.51405890696312,7.22306873204197,8.66589417732107,6.27904946233148,7.59896106583764,9.33743101378657
ENSMUSG00000112854,Gm38403,lower,-2.2229732125118,0.00000000000000000000000000707824375819567,5.0633479121687,6.8095742957751,9.93029193548682,3.70312176261397,5.32990158109286,9.01889061595849,2.85583709282907,3.7110209732831,8.16365856843832
ENSMUSG00000030554,Synm,higher,2.0381294246339,0.00000000000000000000000000737402415155117,4.35395028653023,4.88361161147386,6.35702526842848,6.37233320463367,6.81838859969835,6.82508834164082,7.27766731585693,7.71946434405368,8.28241332390099
ENSMUSG00000031586,Rbpms,lower,-2.24733640136776,0.00000000000000000000000000851314702585791,6.84658285252004,6.98032921031842,6.4475461712686,5.10488628517789,5.2438301810114,5.43115583473503,3.61496882202431,3.74902110201947,3.76907576747275
ENSMUSG00000078866,Zfp970,lower,-1.19733107708246,0.00000000000000000000000000939889743339589,7.73011492952894,8.1299413477282,8.17123246957823,6.854780257122,7.38452651552385,7.65750186678112,5.80996490826403,6.49950131787115,6.43774024686042
ENSMUSG00000038402,Foxf2,higher,1.28394611166673,0.00000000000000000000000000945179392970981,6.64106849383952,5.81527697718055,6.45162756573485,7.48285402807031,7.02893844961476,7.21525490365927,7.8945827347112,7.52364290240963,7.62263344386309
ENSMUSG00000028707,Dmbx1,lower,-1.76921124112289,0.0000000000000000000000000116659054962999,8.58377155402989,7.89399164404395,5.70266146835526,7.32089259777209,6.77698449174069,4.79350398257545,5.33839034355733,5.43348514475343,3.3045625456802
ENSMUSG00000047686,Rtl3,higher,4.19255743753502,0.0000000000000000000000000140375110326583,0,0.327962716430266,2.51613689782172,1.91497497446025,2.18561342009056,4.33298369908863,3.70478867744716,6.11556491301487,7.6697269402266
ENSMUSG00000043004,Gng2,higher,1.01211302258148,0.0000000000000000000000000151450092223573,6.66771260352634,6.97518580612292,8.73989742166361,7.23613408494024,7.98812094218205,9.50715611987436,6.94228240542975,7.63847944337796,9.6688308886544
ENSMUSG00000031673,Cdh11,lower,-4.75819003601667,0.0000000000000000000000000213469243919321,4.78120924001107,5.86268301258918,7.63033598206722,1.42990247062663,2.25020336850231,3.48580718502074,0.663173460137487,0.527844539532669,2.322622932982
ENSMUSG00000028527,Ak4,lower,-1.46531346900396,0.0000000000000000000000000230330707822798,9.84977872864691,8.03572632698172,7.12178648399701,8.82411259155296,7.10992782725119,6.88371991381797,7.0889330335885,5.1346063066525,5.77411250616121
ENSMUSG00000031214,Ophn1,lower,-1.07744422047313,0.0000000000000000000000000230888585633081,7.30793799140458,8.37608264506903,9.63764157701405,6.30560914902971,7.76964941073635,8.89254601981416,5.09597515950584,6.67683249120396,8.16257019169347
ENSMUSG00000021768,Dusp13,lower,-1.66067020101087,0.0000000000000000000000000232137813921329,6.6345459297864,7.16704557847146,8.15984654834213,5.66014837182935,5.93792746066549,7.55279326668265,4.10538584625797,4.59090872386482,6.62241509029565
ENSMUSG00000046623,Gjb4,higher,1.76628739796749,0.0000000000000000000000000269105363029313,6.38876926480237,5.04768541869628,5.05209783887108,7.61179930415369,6.76175868145848,6.38951031564722,7.9868868314815,7.22051628872329,7.12486877598299
ENSMUSG00000032503,Arpp21,lower,-2.16761047990826,0.000000000000000000000000027890730038603,2.8385096648746,6.62071979066014,9.34474868146408,3.03055439883828,4.97155147989763,8.89686651447195,1.8498091506961,3.13952420665496,7.87040236562567
ENSMUSG00000038295,Atg9b,lower,-1.8574284939503,0.0000000000000000000000000324723470854933,6.379496576558,8.40411379330467,7.56500024034529,5.89095575549368,7.66964047829401,7.09502448528875,3.94876994163693,4.95346229229265,5.91363429369347
ENSMUSG00000041112,Elmo1,higher,2.00517859100223,0.0000000000000000000000000328885768804402,0.33687539617678,4.82711485529324,6.07435015775371,1.38970948276926,6.44334739572547,7.51082617519446,4.95265347058226,7.38683363103212,8.76486343978717
ENSMUSG00000021614,Vcan,higher,1.03112430921425,0.0000000000000000000000000345530016862932,13.6098376463002,13.0544569269069,13.7062917094602,13.6235195116782,14.1693905695554,14.1128214505336,13.6738442357026,14.2255926105321,14.4694731059798
ENSMUSG00000026365,Cfh,higher,1.45608142184609,0.0000000000000000000000000383409210992003,6.8556274325021,10.374593391744,12.6843753525187,9.65904346649305,12.0213684170629,13.8510814926187,10.2257079916135,12.1832572356849,14.0932662408438
ENSMUSG00000034127,Tspan8,higher,3.68577113645583,0.0000000000000000000000000438572151793952,2.62149304447534,6.26879263311302,10.2259326987308,7.06596686495966,10.689068486408,11.6183417955539,9.03841208069433,11.2328792746852,12.7489754325037
ENSMUSG00000034898,Filip1,lower,-2.90312909863582,0.000000000000000000000000046173883891053,1.20851613864945,5.01164488682572,10.8524107979428,0.30959296659315,2.51567705078037,9.93346124757599,0.382585396812875,0.36974116785721,8.87431696666593
ENSMUSG00000039824,Myl6b,lower,-1.08702206345419,0.0000000000000000000000000600386724423948,6.27346144335551,7.61367032174428,9.47182799777147,6.38451363909303,7.12024187591781,9.15702712788406,6.02543275592467,7.08587854756085,8.17169142799706
ENSMUSG00000096956,Snhg18,higher,1.04766619104144,0.0000000000000000000000000608291911182673,6.03222164435016,7.1668414810684,7.20797068628303,7.35930971140825,8.10760362151456,7.80427653202246,8.05037606296393,8.69508073409037,8.43078633859355
ENSMUSG00000041439,Mfsd6,lower,-1.9407201858798,0.0000000000000000000000000712670219587555,8.48750721575399,8.88469938671974,8.48544832338187,7.09192824496841,7.41215817713561,7.18645177983006,5.83419252086528,6.3365553847696,5.91782650529887
ENSMUSG00000069255,Dusp22,lower,-2.0744380094427,0.0000000000000000000000000818019055885277,7.62866740710962,8.87323314118909,8.25006745674122,6.40192132442583,7.62451495014283,7.17576228467886,3.65319995533706,5.38790582508352,5.50703348511319
ENSMUSG00000018387,Shroom1,higher,1.09670154905772,0.000000000000000000000000107739833502431,6.34339980902324,6.4808337115397,6.71131591254176,7.03464995674219,7.47574467212114,7.27857099581254,7.55598697385683,7.68267952948754,7.5395870821131
ENSMUSG00000039578,Ccser1,higher,1.42616424045004,0.000000000000000000000000114369680004462,5.73753187694169,6.07016426313623,5.65850037431067,6.69424159211386,7.26981323148926,6.87351722437531,7.55655351088063,7.92100276067402,7.47899563471711
ENSMUSG00000041695,Kcnj2,higher,1.74764594401664,0.000000000000000000000000118270957238053,3.72017660033921,9.76756044093532,10.784712669052,7.28164716048282,11.4958330322673,11.831342301278,8.06955862539184,11.8091429481125,12.1524727955696
ENSMUSG00000000627,Sema4f,lower,-2.01138687030233,0.000000000000000000000000135345726400313,8.76854771967041,7.33603957245231,7.04264446521015,7.60351880961278,6.59183754883416,6.09648474353254,5.34316191909007,4.2395103223529,3.80683766662526
ENSMUSG00000058656,Samd12,lower,-2.4289203676788,0.000000000000000000000000141216272950861,6.99727644708069,7.27253284132417,6.5702169120942,5.0698200854495,5.72422852218491,5.21156676574578,2.57878639633919,3.21610172020666,3.51365284965533
ENSMUSG00000048078,Tenm4,lower,-1.59084057352966,0.000000000000000000000000146473784067133,7.50299132136294,7.32322941468162,8.34602512323424,6.74762796281297,6.92214308057833,7.3909200320568,4.61382112100046,5.06623579462054,5.35922977394167
ENSMUSG00000027339,Rassf2,higher,1.11164996157056,0.000000000000000000000000154656214348547,5.87159093768204,7.41497957354735,7.28569466981178,6.35631798590153,8.2123293024055,7.8879347906922,7.24900430823179,9.19268866400104,8.5622449706387
ENSMUSG00000021388,Aspn,higher,2.20189768973324,0.000000000000000000000000209482994964844,3.87393083158889,6.93913304220413,7.37360246874531,4.90936561460876,8.06561844195328,8.7097364671378,6.20917251110959,10.0142033465218,11.2713641624007
ENSMUSG00000047842,Diras2,lower,-2.67239593812615,0.000000000000000000000000234820871597357,5.52526056229773,6.96738874100839,6.51890176155034,3.83248505885462,5.00075503771598,5.2011336786852,3.78159134889114,3.58701382518811,2.78811883871693
ENSMUSG00000034330,Plcg2,lower,-1.81804131274891,0.000000000000000000000000279109511591912,7.36914858043427,7.68741135264784,7.46552584486377,6.29193525182118,6.51095344844791,6.38715278509409,4.09923446796576,5.27494896253856,5.1857742243365
ENSMUSG00000003665,Has1,lower,-1.12490341349593,0.000000000000000000000000300451276731145,8.70852281545087,8.29609668489078,7.71834332260894,7.75005676115175,7.57556801026936,6.68922655065973,6.62495710285812,7.18189203143318,5.90229795941425
ENSMUSG00000006542,Prkag3,lower,-1.86581158537839,0.000000000000000000000000318338082648938,4.31688635511427,5.68506187525881,9.9838348185177,4.70793727709763,5.18064964014481,9.0500506578348,5.36883866632279,4.54806735995141,7.84404706455009
ENSMUSG00000026255,Efhd1,lower,-2.06228879870276,0.000000000000000000000000332756070382715,7.1258024503774,9.14713413187179,9.8120410355933,5.9245609360274,8.38023683055095,8.88508909471646,4.63228481833971,6.35413094522468,6.13793768782841
ENSMUSG00000051747,Ttn,lower,-1.82574225660823,0.000000000000000000000000333547449481803,12.3928792091685,14.9180895509865,16.5928078337239,11.3319104996526,13.3628187847005,16.2426062997023,9.56713131353631,11.5753115358474,15.3654543830205
ENSMUSG00000044788,Fads6,higher,1.65516969592465,0.000000000000000000000000415322845048552,5.20263179120264,5.83554619215457,7.66289401277176,4.23589570818449,7.13834947445595,8.60365964568955,4.68804361506148,7.52317509892186,9.49401650916069
ENSMUSG00000039457,Ppl,higher,2.5712431522737,0.000000000000000000000000445202742132145,3.14460810989939,5.20212806181827,4.98592156461318,4.81305330077022,6.36629680798821,7.11755738640157,5.51311380925502,7.72165355577599,9.29007442253909
ENSMUSG00000031709,Tbc1d9,lower,-1.23708216350914,0.000000000000000000000000473247419470584,8.88069019560992,8.47078492752232,7.3621242076038,7.80608905070916,7.64725061703595,6.80580374512082,5.98569103487962,6.2118008755018,6.24615327120811
ENSMUSG00000038963,Slco4a1,lower,-3.70163901076806,0.00000000000000000000000054281255996636,5.53048169448239,7.99836075930642,4.67552332333147,4.03310224273413,5.42338064069994,2.84003252021591,2.29370876336435,2.93658301157107,0
ENSMUSG00000019838,Slc16a10,lower,-1.67728054445043,0.000000000000000000000000721347017004905,7.35628299164721,7.54222730777461,6.90840130912357,6.17613479749326,6.42977447428612,6.11465228242155,4.57891013337522,5.1126973452984,5.08684550878049
ENSMUSG00000050447,Lypd6,lower,-1.21831173165169,0.000000000000000000000000971383271107407,7.76946440579682,8.27049773539068,6.67188890201577,7.07865206352717,6.93960919914361,6.3435960293624,6.49412814770615,6.34923654221936,6.23917364617849
ENSMUSG00000051043,Gprc5c,lower,-3.0545513049967,0.00000000000000000000000110487645263527,3.46517962029563,5.89076984694972,9.91759476073579,2.66859721332698,3.62972570900126,8.727664598964,1.98194280158576,1.83924161341238,7.16992070334086
ENSMUSG00000091345,Col6a5,higher,3.58458467594444,0.0000000000000000000000012025854445744,0.33687539617678,0.327962716430266,4.53627512699662,0.654596614589477,3.87519624400488,6.72489490058076,0.377624772379981,3.61624133632236,7.80403426540125
ENSMUSG00000026628,Atf3,lower,-1.55780381726197,0.00000000000000000000000142718221721871,8.6350339096869,8.14765124134163,6.43700771041769,7.5568179726901,7.326945616261,5.60366370672898,5.53064461775167,5.5142421019701,4.82677250627835
ENSMUSG00000042258,Isl1,higher,2.33801909917018,0.00000000000000000000000150670010584786,3.09629065655677,3.46222527722748,3.98933755268693,5.16142067718279,6.19532915795575,5.65311430781445,5.95990591088316,6.38401480515874,6.01628050328046
ENSMUSG00000029757,Dync1i1,lower,-1.87176867311819,0.00000000000000000000000168956905608808,6.37949016677037,9.62541354584064,8.08292590007685,4.99867505104892,7.65022603691483,6.62254866614078,5.10455934694528,7.11000765086809,6.52872154288402
ENSMUSG00000004951,Hspb1,lower,-1.38597405216924,0.00000000000000000000000222689652680487,12.0295250257,12.0456670523694,11.0294219403645,10.9244683893496,11.2366841267543,10.3768370115689,9.73927950438675,9.92683131207633,9.19834729930106
ENSMUSG00000039167,Adgrl4,higher,1.70677398919299,0.00000000000000000000000251904622840573,5.89567189053684,5.3065544919014,4.67227491338458,7.02001761966217,6.78187947995123,5.61958172935632,7.43441355750562,7.33770719186618,6.61723223172305
ENSMUSG00000030399,Ckm,lower,-2.83096889299591,0.00000000000000000000000255772513680932,0.877772527294175,5.32022918633161,9.54232126806707,0.54381915443491,2.58967230354808,8.89503471074963,0,1.25479579290752,7.81308022033443
ENSMUSG00000032358,Fam83b,lower,-2.34485099556108,0.00000000000000000000000273470177654021,6.21385318671188,8.14699029301056,6.7543769117225,4.77274123212968,6.55328037210477,5.91978180070505,3.24036400491983,4.83417036097913,3.89442313838658
ENSMUSG00000074207,Adh1,higher,4.06988913586627,0.0000000000000000000000032385175333751,1.2138299358938,0.9483856011864,1.28531705538817,0.345003647996327,3.63942603322592,4.65984038255642,2.25715509122188,5.1299294792125,7.79112029309381
ENSMUSG00000005360,Slc1a3,higher,3.56875865883975,0.00000000000000000000000367277608285341,3.18643104688324,6.77747912301388,9.18917787979814,6.72144578379865,9.5704782454595,11.7291154798882,9.05020897915327,11.5204192698245,13.0327778380939
ENSMUSG00000037990,Sh3rf3,higher,1.2685095945393,0.00000000000000000000000390343720192025,3.87890536679499,5.29538806492624,8.52226269239879,6.27531001904418,7.21075711595706,9.38749671133669,6.50315795694843,7.19454342421205,9.59055151954284
ENSMUSG00000041923,Nol4,lower,-1.015933209845,0.00000000000000000000000393499846906604,8.12074259710024,8.0858045369906,7.7458788620174,7.29656095896308,7.15474906198529,7.54169261791017,6.07146661838367,6.52994876750606,6.873197265562
ENSMUSG00000104235,Gm37589,higher,1.63655292672064,0.00000000000000000000000417904151166313,3.71441638430462,4.67464058006053,6.27752897546169,5.36805737541624,6.82633579692214,6.98735939263152,6.26148200497025,7.3003768888774,7.4355699340474
ENSMUSG00000032265,Fam46a,higher,1.11003315252256,0.0000000000000000000000047845140152006,6.12600951261073,6.39398291789633,7.12046259592339,6.27121965874408,7.18634418967626,7.82109472988903,6.71588814415079,7.80477539844996,8.54893828705349
ENSMUSG00000031375,Bgn,higher,1.26327534228234,0.00000000000000000000000491329643343739,12.8457300394867,13.3706358887367,14.9784803487477,14.4192093801931,14.7614875209982,15.8163566795575,14.8949745401591,15.1092908759803,16.2987884947006
ENSMUSG00000040270,Bach2,higher,1.25106686251454,0.00000000000000000000000528909667856472,5.73960991161575,6.33346352940126,6.47775278243071,6.61011322146048,7.50685924763561,7.39710356925644,7.34748131993828,7.71834306164655,7.81610959930522
ENSMUSG00000040287,Stac3,lower,-1.3984365270328,0.00000000000000000000000552748547419362,6.05302663908314,7.22583699344873,8.74199554506266,5.42100512447937,5.90125864602664,8.70502774701217,4.44853690092876,4.89677956800173,8.07886707206632
ENSMUSG00000037621,Atoh8,higher,1.11198651866391,0.00000000000000000000000589495428760702,6.58890452289288,5.94277461576049,6.99745173273878,6.72845383691643,6.90339078978227,7.64214201925844,7.95744098045396,7.58852716746606,7.77789191274629
ENSMUSG00000020340,Cyfip2,lower,-2.60016900721928,0.00000000000000000000000590043880845657,4.71718168883275,5.63854485253023,8.10441411900362,3.32601033068754,4.27634898699399,6.30005870752468,3.02340890222218,3.4827708507288,4.29223633946038
ENSMUSG00000097248,Gm2694,higher,1.59175418100931,0.00000000000000000000000614104564001348,6.63412113066236,4.00698858714568,4.24894516017562,8.51558424873251,5.88144325952471,5.17657625759687,9.1221200680054,6.69941915257542,5.66214834537868
ENSMUSG00000022044,Stmn4,lower,-1.89486164206505,0.00000000000000000000000692827651293229,8.79649793387038,8.29646520913951,5.53073541262731,7.21461784020544,7.3463586711945,4.5103958591147,5.43450813191312,5.87554962511331,2.60558099329269
ENSMUSG00000028116,Myoz2,lower,-3.06326392000022,0.00000000000000000000000848292979433707,0.865719883208841,3.78501290020026,10.4534506866768,0.30959296659315,1.59000189331062,9.33950040143769,0,0.345542813270523,8.09519360582826
ENSMUSG00000035835,Plppr3,lower,-1.52122158874788,0.00000000000000000000000878657362872161,6.79835679848807,7.52904474317424,7.22019834298073,6.13228434386006,6.60749537430936,6.43825604662394,5.62983022465898,5.33620950818764,4.98111781740904
ENSMUSG00000040093,Bmf,higher,1.1773545971286,0.0000000000000000000000105187360381861,4.45421227797059,7.89536522610529,9.02553241852745,4.74876403251015,9.1211295299582,9.83335337872479,4.2151488750531,8.59450177506057,10.3585691082281
ENSMUSG00000045288,Ush1g,higher,2.77157430169222,0.0000000000000000000000106658558162284,1.81050205289842,3.06243319116957,5.08996610428504,2.78959257522577,5.56578947650206,7.44963875574818,3.65439277818122,6.13998027129881,8.21518771912274
ENSMUSG00000018411,Mapt,lower,-1.66755159631878,0.0000000000000000000000115355043602723,3.57072914063974,6.58780118070902,8.9019904226876,3.99146439704501,5.91588714138979,7.4630726402263,3.18042821050737,5.28165682512239,5.98124552069191
ENSMUSG00000045092,S1pr1,lower,-1.15950695340429,0.0000000000000000000000118794610461738,7.82895664457902,8.09920580602232,6.83780980760432,7.5676284178903,6.99748803094661,6.15717738448137,7.7075596547683,7.1340887014125,5.61507007562675
